icd_class,icd_class_short,icd3,age_band,sex,deaths,age_band_label,age_band_order
IX,Кровообращение,I34,25_29,жен,1,25-29,6
IX,Кровообращение,I34,35_39,жен,1,35-39,8
IX,Кровообращение,I34,35_39,муж,1,35-39,8
IX,Кровообращение,I34,40_44,муж,1,40-44,9
IX,Кровообращение,I34,50_54,жен,1,50-54,11
IX,Кровообращение,I34,50_54,муж,1,50-54,11
IX,Кровообращение,I34,55_59,жен,2,55-59,12
IX,Кровообращение,I34,55_59,муж,2,55-59,12
IX,Кровообращение,I34,60_64,жен,3,60-64,13
IX,Кровообращение,I34,60_64,муж,4,60-64,13
IX,Кровообращение,I34,65_69,жен,5,65-69,14
IX,Кровообращение,I34,65_69,муж,4,65-69,14
IX,Кровообращение,I34,70_74,жен,11,70-74,15
IX,Кровообращение,I34,70_74,муж,6,70-74,15
IX,Кровообращение,I34,75_79,жен,14,75-79,16
IX,Кровообращение,I34,75_79,муж,4,75-79,16
IX,Кровообращение,I34,80_plus,жен,41,80+,17
IX,Кровообращение,I34,80_plus,муж,8,80+,17
IX,Кровообращение,I35,35_39,муж,2,35-39,8
IX,Кровообращение,I35,40_44,жен,2,40-44,9
IX,Кровообращение,I35,40_44,муж,3,40-44,9
IX,Кровообращение,I35,45_49,муж,2,45-49,10
IX,Кровообращение,I35,50_54,муж,2,50-54,11
IX,Кровообращение,I35,55_59,жен,1,55-59,12
IX,Кровообращение,I35,55_59,муж,10,55-59,12
IX,Кровообращение,I35,60_64,жен,8,60-64,13
IX,Кровообращение,I35,60_64,муж,13,60-64,13
IX,Кровообращение,I35,65_69,жен,12,65-69,14
IX,Кровообращение,I35,65_69,муж,14,65-69,14
IX,Кровообращение,I35,70_74,жен,31,70-74,15
IX,Кровообращение,I35,70_74,муж,21,70-74,15
IX,Кровообращение,I35,75_79,жен,31,75-79,16
IX,Кровообращение,I35,75_79,муж,15,75-79,16
IX,Кровообращение,I35,80_plus,жен,153,80+,17
IX,Кровообращение,I35,80_plus,муж,37,80+,17
IX,Кровообращение,I36,45_49,муж,1,45-49,10
IX,Кровообращение,I36,50_54,муж,1,50-54,11
IX,Кровообращение,I36,55_59,муж,1,55-59,12
IX,Кровообращение,I36,60_64,муж,1,60-64,13
IX,Кровообращение,I36,75_79,жен,3,75-79,16
IX,Кровообращение,I36,80_plus,жен,7,80+,17
IX,Кровообращение,I36,80_plus,муж,2,80+,17
IX,Кровообращение,I37,45_49,муж,1,45-49,10
IX,Кровообращение,I38,45_49,жен,1,45-49,10
IX,Кровообращение,I40,15_19,жен,1,15-19,4
IX,Кровообращение,I40,20_24,жен,1,20-24,5
IX,Кровообращение,I40,20_24,муж,2,20-24,5
IX,Кровообращение,I40,25_29,жен,1,25-29,6
IX,Кровообращение,I40,30_34,муж,5,30-34,7
IX,Кровообращение,I40,35_39,жен,1,35-39,8
IX,Кровообращение,I40,40_44,муж,1,40-44,9
IX,Кровообращение,I40,45_49,муж,1,45-49,10
IX,Кровообращение,I40,50_54,жен,1,50-54,11
IX,Кровообращение,I40,50_54,муж,2,50-54,11
IX,Кровообращение,I40,55_59,муж,1,55-59,12
IX,Кровообращение,I40,60_64,жен,3,60-64,13
IX,Кровообращение,I40,60_64,муж,1,60-64,13
IX,Кровообращение,I40,65_69,жен,3,65-69,14
IX,Кровообращение,I40,70_74,жен,1,70-74,15
IX,Кровообращение,I42,10_14,муж,1,10-14,3
IX,Кровообращение,I42,15_19,жен,1,15-19,4
IX,Кровообращение,I42,15_19,муж,1,15-19,4
IX,Кровообращение,I42,25_29,жен,2,25-29,6
IX,Кровообращение,I42,25_29,муж,2,25-29,6
IX,Кровообращение,I42,30_34,жен,2,30-34,7
IX,Кровообращение,I42,30_34,муж,16,30-34,7
IX,Кровообращение,I42,35_39,жен,4,35-39,8
IX,Кровообращение,I42,35_39,муж,34,35-39,8
IX,Кровообращение,I42,40_44,жен,16,40-44,9
IX,Кровообращение,I42,40_44,муж,66,40-44,9
IX,Кровообращение,I42,45_49,жен,24,45-49,10
IX,Кровообращение,I42,45_49,муж,70,45-49,10
IX,Кровообращение,I42,50_54,жен,33,50-54,11
IX,Кровообращение,I42,50_54,муж,86,50-54,11
IX,Кровообращение,I42,55_59,жен,48,55-59,12
IX,Кровообращение,I42,55_59,муж,108,55-59,12
IX,Кровообращение,I42,60_64,жен,49,60-64,13
IX,Кровообращение,I42,60_64,муж,98,60-64,13
IX,Кровообращение,I42,65_69,жен,59,65-69,14
IX,Кровообращение,I42,65_69,муж,105,65-69,14
IX,Кровообращение,I42,70_74,жен,41,70-74,15
IX,Кровообращение,I42,70_74,муж,66,70-74,15
IX,Кровообращение,I42,75_79,жен,27,75-79,16
IX,Кровообращение,I42,75_79,муж,30,75-79,16
IX,Кровообращение,I42,80_plus,жен,60,80+,17
IX,Кровообращение,I42,80_plus,муж,27,80+,17
IX,Кровообращение,I44,20_24,муж,1,20-24,5
IX,Кровообращение,I44,60_64,жен,1,60-64,13
IX,Кровообращение,I45,20_24,муж,1,20-24,5
IX,Кровообращение,I45,45_49,муж,1,45-49,10
IX,Кровообращение,I46,20_24,муж,6,20-24,5
IX,Кровообращение,I46,25_29,муж,5,25-29,6
IX,Кровообращение,I46,30_34,жен,3,30-34,7
IX,Кровообращение,I46,30_34,муж,11,30-34,7
IX,Кровообращение,I46,35_39,жен,5,35-39,8
IX,Кровообращение,I46,35_39,муж,12,35-39,8
IX,Кровообращение,I46,40_44,жен,5,40-44,9
IX,Кровообращение,I46,40_44,муж,22,40-44,9
IX,Кровообращение,I46,45_49,жен,6,45-49,10
IX,Кровообращение,I46,45_49,муж,29,45-49,10
IX,Кровообращение,I46,50_54,жен,5,50-54,11
IX,Кровообращение,I46,50_54,муж,29,50-54,11
IX,Кровообращение,I46,55_59,жен,6,55-59,12
IX,Кровообращение,I46,55_59,муж,28,55-59,12
IX,Кровообращение,I46,5_9,жен,1,5-9,2
IX,Кровообращение,I46,60_64,жен,7,60-64,13
IX,Кровообращение,I46,60_64,муж,32,60-64,13
IX,Кровообращение,I46,65_69,жен,7,65-69,14
IX,Кровообращение,I46,65_69,муж,25,65-69,14
IX,Кровообращение,I46,70_74,жен,4,70-74,15
IX,Кровообращение,I46,70_74,муж,8,70-74,15
IX,Кровообращение,I46,75_79,жен,3,75-79,16
IX,Кровообращение,I46,75_79,муж,3,75-79,16
IX,Кровообращение,I46,80_plus,жен,3,80+,17
IX,Кровообращение,I46,80_plus,муж,8,80+,17
IX,Кровообращение,I48,60_64,муж,1,60-64,13
IX,Кровообращение,I48,80_plus,жен,1,80+,17
IX,Кровообращение,I48,80_plus,муж,1,80+,17
IX,Кровообращение,I49,75_79,муж,1,75-79,16
IX,Кровообращение,I50,40_44,муж,1,40-44,9
IX,Кровообращение,I51,25_29,жен,1,25-29,6
IX,Кровообращение,I51,35_39,муж,2,35-39,8
IX,Кровообращение,I51,45_49,муж,1,45-49,10
IX,Кровообращение,I51,50_54,жен,1,50-54,11
IX,Кровообращение,I51,55_59,жен,1,55-59,12
IX,Кровообращение,I51,55_59,муж,4,55-59,12
IX,Кровообращение,I51,60_64,жен,1,60-64,13
IX,Кровообращение,I51,60_64,муж,3,60-64,13
IX,Кровообращение,I51,65_69,жен,7,65-69,14
IX,Кровообращение,I51,65_69,муж,10,65-69,14
IX,Кровообращение,I51,70_74,жен,4,70-74,15
IX,Кровообращение,I51,70_74,муж,3,70-74,15
IX,Кровообращение,I51,75_79,жен,9,75-79,16
IX,Кровообращение,I51,75_79,муж,4,75-79,16
IX,Кровообращение,I51,80_plus,жен,26,80+,17
IX,Кровообращение,I51,80_plus,муж,8,80+,17
IX,Кровообращение,I60,20_24,муж,2,20-24,5
IX,Кровообращение,I60,25_29,жен,1,25-29,6
IX,Кровообращение,I60,25_29,муж,4,25-29,6
IX,Кровообращение,I60,30_34,жен,4,30-34,7
IX,Кровообращение,I60,30_34,муж,3,30-34,7
IX,Кровообращение,I60,35_39,жен,4,35-39,8
IX,Кровообращение,I60,35_39,муж,5,35-39,8
IX,Кровообращение,I60,40_44,жен,10,40-44,9
IX,Кровообращение,I60,40_44,муж,16,40-44,9
IX,Кровообращение,I60,45_49,жен,16,45-49,10
IX,Кровообращение,I60,45_49,муж,14,45-49,10
IX,Кровообращение,I60,50_54,жен,15,50-54,11
IX,Кровообращение,I60,50_54,муж,16,50-54,11
IX,Кровообращение,I60,55_59,жен,19,55-59,12
IX,Кровообращение,I60,55_59,муж,13,55-59,12
IX,Кровообращение,I60,60_64,жен,5,60-64,13
IX,Кровообращение,I60,60_64,муж,11,60-64,13
IX,Кровообращение,I60,65_69,жен,18,65-69,14
IX,Кровообращение,I60,65_69,муж,7,65-69,14
IX,Кровообращение,I60,70_74,жен,15,70-74,15
IX,Кровообращение,I60,70_74,муж,4,70-74,15
IX,Кровообращение,I60,75_79,жен,10,75-79,16
IX,Кровообращение,I60,75_79,муж,11,75-79,16
IX,Кровообращение,I60,80_plus,жен,13,80+,17
IX,Кровообращение,I60,80_plus,муж,3,80+,17
IX,Кровообращение,I61,15_19,муж,1,15-19,4
IX,Кровообращение,I61,20_24,жен,1,20-24,5
IX,Кровообращение,I61,25_29,жен,1,25-29,6
IX,Кровообращение,I61,25_29,муж,2,25-29,6
IX,Кровообращение,I61,30_34,жен,7,30-34,7
IX,Кровообращение,I61,30_34,муж,10,30-34,7
IX,Кровообращение,I61,35_39,жен,11,35-39,8
IX,Кровообращение,I61,35_39,муж,26,35-39,8
IX,Кровообращение,I61,40_44,жен,19,40-44,9
IX,Кровообращение,I61,40_44,муж,50,40-44,9
IX,Кровообращение,I61,45_49,жен,24,45-49,10
IX,Кровообращение,I61,45_49,муж,88,45-49,10
IX,Кровообращение,I61,50_54,жен,33,50-54,11
IX,Кровообращение,I61,50_54,муж,94,50-54,11
IX,Кровообращение,I61,55_59,жен,41,55-59,12
IX,Кровообращение,I61,55_59,муж,131,55-59,12
IX,Кровообращение,I61,60_64,жен,62,60-64,13
IX,Кровообращение,I61,60_64,муж,103,60-64,13
IX,Кровообращение,I61,65_69,жен,73,65-69,14
IX,Кровообращение,I61,65_69,муж,97,65-69,14
IX,Кровообращение,I61,70_74,жен,41,70-74,15
IX,Кровообращение,I61,70_74,муж,67,70-74,15
IX,Кровообращение,I61,75_79,жен,73,75-79,16
IX,Кровообращение,I61,75_79,муж,32,75-79,16
IX,Кровообращение,I61,80_plus,жен,93,80+,17
IX,Кровообращение,I61,80_plus,муж,40,80+,17
IX,Кровообращение,I62,25_29,муж,1,25-29,6
IX,Кровообращение,I62,30_34,муж,1,30-34,7
IX,Кровообращение,I62,35_39,муж,1,35-39,8
IX,Кровообращение,I62,40_44,жен,4,40-44,9
IX,Кровообращение,I62,40_44,муж,5,40-44,9
IX,Кровообращение,I62,45_49,жен,5,45-49,10
IX,Кровообращение,I62,45_49,муж,9,45-49,10
IX,Кровообращение,I62,50_54,жен,1,50-54,11
IX,Кровообращение,I62,50_54,муж,4,50-54,11
IX,Кровообращение,I62,55_59,жен,2,55-59,12
IX,Кровообращение,I62,55_59,муж,9,55-59,12
IX,Кровообращение,I62,60_64,муж,9,60-64,13
IX,Кровообращение,I62,65_69,жен,3,65-69,14
IX,Кровообращение,I62,65_69,муж,3,65-69,14
IX,Кровообращение,I62,70_74,жен,1,70-74,15
IX,Кровообращение,I62,70_74,муж,3,70-74,15
IX,Кровообращение,I62,75_79,жен,1,75-79,16
IX,Кровообращение,I62,75_79,муж,4,75-79,16
IX,Кровообращение,I62,80_plus,жен,3,80+,17
IX,Кровообращение,I63,15_19,жен,1,15-19,4
IX,Кровообращение,I63,25_29,жен,1,25-29,6
IX,Кровообращение,I63,25_29,муж,1,25-29,6
IX,Кровообращение,I63,30_34,муж,1,30-34,7
IX,Кровообращение,I63,35_39,жен,7,35-39,8
IX,Кровообращение,I63,35_39,муж,5,35-39,8
IX,Кровообращение,I63,40_44,жен,5,40-44,9
IX,Кровообращение,I63,40_44,муж,12,40-44,9
IX,Кровообращение,I63,45_49,жен,15,45-49,10
IX,Кровообращение,I63,45_49,муж,32,45-49,10
IX,Кровообращение,I63,50_54,жен,13,50-54,11
IX,Кровообращение,I63,50_54,муж,52,50-54,11
IX,Кровообращение,I63,55_59,жен,38,55-59,12
IX,Кровообращение,I63,55_59,муж,108,55-59,12
IX,Кровообращение,I63,60_64,жен,77,60-64,13
