year,mo_key,mo_id,mo_name,age_band,population,icd_class,deaths,standard_weight,age_specific_rate_per100k,weighted_component
2016,александровск-сахалинский,368,Александровск-Сахалинский,30_34,650.0,X,0,0.08738842618707901,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,30_34,650.0,XI,0,0.08738842618707901,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,30_34,650.0,XII,0,0.08738842618707901,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,30_34,650.0,XIII,0,0.08738842618707901,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,30_34,650.0,XIV,1,0.08738842618707901,153.84615384615384,13.444373259550616
2016,александровск-сахалинский,368,Александровск-Сахалинский,30_34,650.0,XV,0,0.08738842618707901,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,30_34,650.0,XVI,0,0.08738842618707901,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,30_34,650.0,XVII,0,0.08738842618707901,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,30_34,650.0,XVIII,0,0.08738842618707901,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,30_34,650.0,XIX,4,0.08738842618707901,615.3846153846154,53.777493038202465
2016,александровск-сахалинский,368,Александровск-Сахалинский,30_34,650.0,XXII,0,0.08738842618707901,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,I,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,II,1,0.09270166240833527,152.20700152207002,14.109842071283907
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,III,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,IV,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,V,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,VI,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,VIII,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,IX,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,X,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,XI,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,XII,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,XIII,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,XIV,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,XV,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,XVI,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,XVII,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,XVIII,2,0.09270166240833527,304.41400304414003,28.219684142567814
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,XIX,5,0.09270166240833527,761.03500761035,70.54921035641954
2016,александровск-сахалинский,368,Александровск-Сахалинский,35_39,657.0,XXII,0,0.09270166240833527,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,I,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,II,0,0.08713748880114146,0.0,0.0
