year,mo_key,mo_id,mo_name,icd_class,deaths,population,asmr_per100k,crude_rate_per100k,icd_class_short,stability_flag,regional_deaths,regional_population,regional_asmr_per100k,asmr_ratio_vs_region,crude_rank_within_class_year,asmr_rank_within_class_year,rank_shift_to_higher_risk
2016,невельский,358,Невельский,XV,0,12138.0,0.0,0.0,Беременность и роды,very_low_count,2,482192.0,0.41477253873975517,0.0,3.0,3.0,0.0
2016,невельский,358,Невельский,XVI,0,12138.0,0.0,0.0,Перинатальные состояния,very_low_count,11,482192.0,2.281248963068653,0.0,8.0,8.0,0.0
2016,невельский,358,Невельский,XVII,0,12138.0,0.0,0.0,Врожденные аномалии,very_low_count,18,482192.0,3.732952848657796,0.0,10.0,10.0,0.0
2016,невельский,358,Невельский,XVIII,15,12138.0,123.87835634290255,123.5788433020267,Симптомы и неточные причины,low_count,176,482192.0,36.49998340909845,3.3939291137327765,1.0,1.0,0.0
2016,невельский,358,Невельский,XXII,0,12138.0,0.0,0.0,Специальные коды,very_low_count,0,482192.0,0.0,,1.0,1.0,0.0
2016,ногликский,370,Ногликский,I,3,12222.0,21.765815304739228,24.545900834560626,Инфекционные болезни,very_low_count,71,482192.0,14.724425125261307,1.4782115511863123,5.0,8.0,-3.0
2016,ногликский,370,Ногликский,II,25,12222.0,248.79972369832507,204.54917362133858,Новообразования,ok,1143,482192.0,237.04250588977004,1.049599618281214,12.0,10.0,2.0
2016,ногликский,370,Ногликский,III,0,12222.0,0.0,0.0,Кровь и иммунитет,very_low_count,2,482192.0,0.4147725387397551,0.0,3.0,3.0,0.0
2016,ногликский,370,Ногликский,IV,2,12222.0,19.719123007732474,16.363933889707084,Эндокринные и обмен,very_low_count,85,482192.0,17.627832896439593,1.1186356895699456,10.0,9.0,1.0
2016,ногликский,370,Ногликский,IX,67,12222.0,689.0691374878561,548.1917853051873,Кровообращение,ok,2861,482192.0,593.3321166672197,1.161354860340945,12.0,12.0,0.0
2016,ногликский,370,Ногликский,V,0,12222.0,0.0,0.0,Психические расстройства,very_low_count,15,482192.0,3.1107940405481633,0.0,8.0,8.0,0.0
2016,ногликский,370,Ногликский,VI,2,12222.0,17.045944721694376,16.363933889707084,Нервная система,very_low_count,64,482192.0,13.272721239672164,1.2842840901942585,6.0,6.0,0.0
2016,ногликский,370,Ногликский,VIII,0,12222.0,0.0,0.0,Ухо,very_low_count,0,482192.0,0.0,,1.0,1.0,0.0
2016,ногликский,370,Ногликский,X,9,12222.0,80.37321421988483,73.63770250368188,Дыхание,low_count,447,482192.0,92.70166240833527,0.8670094163560337,12.0,11.0,1.0
2016,ногликский,370,Ногликский,XI,6,12222.0,60.46055370050288,49.09180166912125,Пищеварение,low_count,577,482192.0,119.66187742641935,0.5052616171568958,16.0,16.0,0.0
2016,ногликский,370,Ногликский,XII,0,12222.0,0.0,0.0,Кожа,very_low_count,7,482192.0,1.4517038855891429,0.0,5.0,5.0,0.0
2016,ногликский,370,Ногликский,XIII,0,12222.0,0.0,0.0,Костно-мышечные,very_low_count,10,482192.0,2.073862693698776,0.0,5.0,5.0,0.0
2016,ногликский,370,Ногликский,XIV,5,12222.0,53.92782879579349,40.90983472426772,Мочеполовая система,low_count,105,482192.0,21.775558283837142,2.4765302497810717,4.0,2.0,2.0
2016,ногликский,370,Ногликский,XIX,29,12222.0,262.9952952798605,237.27704140075272,Травмы и отравления,ok,777,482192.0,161.13913130039487,1.6321007390165572,5.0,5.0,0.0
2016,ногликский,370,Ногликский,XV,0,12222.0,0.0,0.0,Беременность и роды,very_low_count,2,482192.0,0.41477253873975517,0.0,3.0,3.0,0.0
2016,ногликский,370,Ногликский,XVI,1,12222.0,6.726816333071879,8.181966944853542,Перинатальные состояния,very_low_count,11,482192.0,2.281248963068653,2.948742746615087,3.0,2.0,1.0
2016,ногликский,370,Ногликский,XVII,0,12222.0,0.0,0.0,Врожденные аномалии,very_low_count,18,482192.0,3.732952848657796,0.0,10.0,10.0,0.0
2016,ногликский,370,Ногликский,XVIII,5,12222.0,41.49133693184225,40.90983472426772,Симптомы и неточные причины,low_count,176,482192.0,36.49998340909845,1.1367494737408455,7.0,8.0,-1.0
2016,ногликский,370,Ногликский,XXII,0,12222.0,0.0,0.0,Специальные коды,very_low_count,0,482192.0,0.0,,1.0,1.0,0.0
2016,охинский,369,Охинский,I,4,42377.0,9.081234997826098,9.43908252117894,Инфекционные болезни,very_low_count,71,482192.0,14.724425125261307,0.6167463191650369,12.0,12.0,0.0
2016,охинский,369,Охинский,II,58,42377.0,150.68843057452432,136.86669655709466,Новообразования,ok,1143,482192.0,237.04250588977004,0.6357021497427037,15.0,16.0,-1.0
