icd_class,icd_class_short,icd3,deaths,mean_age,median_age,male_deaths,working_age_deaths,top_description,class_deaths,share_within_class,male_share,working_age_share,deaths_2016,deaths_2017,deaths_2018,deaths_2019,deaths_2020,deaths_2021,deaths_2022,deaths_2023,deaths_2024,deaths_2025,rank_within_class
XIX,Травмы и отравления,S19,7,46.42857142857143,49.0,7,6,Другие уточненные травмы шеи,9054,0.0007731389441130992,1.0,0.8571428571428571,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,57
XIX,Травмы и отравления,S32,7,59.714285714285715,60.0,5,4,Множественные переломы пояснично-крестцового отдела позвоночника и костей таза,9054,0.0007731389441130992,0.7142857142857143,0.5714285714285714,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,58
XIX,Травмы и отравления,S71,7,42.42857142857143,46.0,6,7,Открытая рана бедра,9054,0.0007731389441130992,0.8571428571428571,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,59
XIX,Травмы и отравления,S85,7,45.285714285714285,49.0,5,7,Травма большой подкожной вены на уровне голени,9054,0.0007731389441130992,0.7142857142857143,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,60
XIX,Травмы и отравления,T35,7,62.285714285714285,58.0,5,4,Обморожения с некрозом тканей  затрагивающие грудную клетку  живот  таз и конечности,9054,0.0007731389441130992,0.7142857142857143,0.5714285714285714,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61
XIX,Травмы и отравления,T78,7,57.857142857142854,59.0,4,4,Ангионевротический отек,9054,0.0007731389441130992,0.5714285714285714,0.5714285714285714,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,62
XIX,Травмы и отравления,T27,6,68.33333333333333,68.0,2,2,"Термический ожог гортани, трахеи и легкого",9054,0.0006626905235255136,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,63
XIX,Травмы и отравления,S13,5,59.4,64.0,3,3,Травматический разрыв межпозвоночного диска на уровне шеи,9054,0.000552242102937928,0.6,0.6,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,64
XIX,Травмы и отравления,T39,5,45.0,56.0,2,3,Отравление другими нестероидными противовоспалительными средствами [NSAID],9054,0.000552242102937928,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,65
XIX,Травмы и отравления,S39,4,39.5,38.0,4,4,"Другие уточненные травмы живота, нижней части спины и таза",9054,0.0004417936823503424,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,66
XIX,Травмы и отравления,T50,4,44.25,45.0,2,4,Отравление неуточненными лекарствами,9054,0.0004417936823503424,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67
XIX,Травмы и отравления,T67,4,43.25,39.5,3,3,Тепловой и солнечный удар,9054,0.0004417936823503424,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,68
XIX,Травмы и отравления,S20,3,69.33333333333333,68.0,2,1,Ушиб грудной клетки,9054,0.0003313452617627568,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,69
XIX,Травмы и отравления,S24,3,66.66666666666667,68.0,3,1,Повреждение спинного мозга грудного отдела,9054,0.0003313452617627568,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,70
XIX,Травмы и отравления,T05,3,53.333333333333336,59.0,2,2,"Травматические ампутации, захватывающие другие области тела в разных комбинациях",9054,0.0003313452617627568,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71
XIX,Травмы и отравления,T20,3,54.0,51.0,3,3,Термический ожог головы и шеи второй степени,9054,0.0003313452617627568,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,72
XIX,Травмы и отравления,T48,3,44.0,50.0,1,3,Отравление миорелаксантами [блокаторами Н-холинорецепторов скелетных мышц],9054,0.0003313452617627568,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,73
XIX,Травмы и отравления,T70,3,32.333333333333336,32.0,3,3,Эффекты воздействия давления воздуха и воды,9054,0.0003313452617627568,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
XIX,Травмы и отравления,T80,3,55.333333333333336,57.0,1,2,"Инфекции, связанные с инфузией, трансфузией и лечебной инъекцией",9054,0.0003313452617627568,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,75
XIX,Травмы и отравления,T82,3,56.333333333333336,61.0,2,3,Осложнения других сердечно-сосудистых устройств,9054,0.0003313452617627568,0.6666666666666666,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
XIX,Травмы и отравления,T85,3,27.666666666666668,3.0,2,0,Осложнение от имплантатов,9054,0.0003313452617627568,0.6666666666666666,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
XIX,Травмы и отравления,T98,3,56.0,56.0,2,1,Последствия травм других уточненных областей тела,9054,0.0003313452617627568,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,78
XIX,Травмы и отравления,S00,2,45.5,45.5,1,2,Множественные поверхностные травмы головы,9054,0.0002208968411751712,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,79
XIX,Травмы и отравления,S28,2,42.5,42.5,2,2,Травматическая ампутация части грудной клетки,9054,0.0002208968411751712,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80
XIX,Травмы и отравления,S30,2,54.5,54.5,1,2,Ушиб стенки живота,9054,0.0002208968411751712,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,81
XIX,Травмы и отравления,S79,2,55.5,55.5,0,1,Другие уточненные травмы области тазобедренного сустава и бедра,9054,0.0002208968411751712,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82
XIX,Травмы и отравления,S81,2,48.0,48.0,1,2,Открытая рана голени,9054,0.0002208968411751712,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83
XIX,Травмы и отравления,S95,2,44.0,44.0,1,2,Травма дорсальной артерии стопы,9054,0.0002208968411751712,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84
XIX,Травмы и отравления,S99,2,26.0,26.0,2,2,Другие уточненные травмы голеностопного сустава и стопы,9054,0.0002208968411751712,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,85
XIX,Травмы и отравления,T37,2,41.5,41.5,0,2,Отравление другими противомикробными средствами,9054,0.0002208968411751712,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86
XIX,Травмы и отравления,T41,2,57.0,57.0,2,1,Отравление анестетиками,9054,0.0002208968411751712,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,87
XIX,Травмы и отравления,T45,2,31.0,31.0,1,1,Отравление препаратами  влияющими на метаболизм мочевой кислоты,9054,0.0002208968411751712,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88
XIX,Травмы и отравления,T62,2,79.0,79.0,2,0,"Токсическое действие других ядовитых веществ, содержащихся в другом (их) съеденном (ых) растении (ях)",9054,0.0002208968411751712,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89
XIX,Травмы и отравления,T79,2,59.0,59.0,2,2,Травматическая ишемия мышц,9054,0.0002208968411751712,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90
XIX,Травмы и отравления,T88,2,73.0,73.0,1,0,Другие осложнения анестезии,9054,0.0002208968411751712,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,91
XIX,Травмы и отравления,T94,2,55.0,55.0,1,1,Последствия множественных травм,9054,0.0002208968411751712,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,92
XIX,Травмы и отравления,S05,1,37.0,37.0,1,1,Проникающая рана глазницы,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93
XIX,Травмы и отравления,S08,1,81.0,81.0,1,0,Травматическая ампутация других частей головы,9054,0.0001104484205875856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94
XIX,Травмы и отравления,S17,1,44.0,44.0,1,1,Размозжение гортани и трахеи,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95
XIX,Травмы и отравления,S23,1,32.0,32.0,1,1,Вывих шейного позвонка,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96
XIX,Травмы и отравления,S41,1,48.0,48.0,1,1,Открытая рана плеча,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97
XIX,Травмы и отравления,S48,1,39.0,39.0,1,1,Травматическая ампутация плечевого пояса и плеча на неуточненном уровне,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98
XIX,Травмы и отравления,S52,1,70.0,70.0,0,0,Сочетанный перелом нижних концов локтевой и лучевой костей,9054,0.0001104484205875856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99
XIX,Травмы и отравления,S61,1,40.0,40.0,0,1,Открытая рана кисти,9054,0.0001104484205875856,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
XIX,Травмы и отравления,S76,1,39.0,39.0,1,1,Травма нескольких мышц и сухожилий на уровне тазобедренного сустава и бедра,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101
XIX,Травмы и отравления,S77,1,41.0,41.0,1,1,Размозжение бедра,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102
XIX,Травмы и отравления,S78,1,63.0,63.0,1,1,Травматическая ампутация бедра,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103
XIX,Травмы и отравления,S86,1,28.0,28.0,1,1,Травма нескольких мышц и сухожилий на уровне голени,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,104
XIX,Травмы и отравления,S87,1,36.0,36.0,1,1,Размозжение другой и неуточненной части голени,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105
XIX,Травмы и отравления,S92,1,53.0,53.0,1,1,Перелом пяточной кости,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,106
XIX,Травмы и отравления,T00,1,38.0,38.0,0,1,Поверхностные травмы нескольких областей,9054,0.0001104484205875856,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,107
XIX,Травмы и отравления,T09,1,44.0,44.0,1,1,Травма спинного мозга на неуточненном уровне,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108
XIX,Травмы и отравления,T11,1,32.0,32.0,1,1,Неуточненная травма верхней конечности на неуточненном уровне,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109
XIX,Травмы и отравления,T18,1,56.0,56.0,1,1,Инородное тело в других отделах пищеварительного тракта,9054,0.0001104484205875856,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110
XIX,Травмы и отравления,T25,1,67.0,67.0,0,0,Термический ожог третьей степени голеностопного сустава и стопы,9054,0.0001104484205875856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111
XIX,Травмы и отравления,T36,1,42.0,42.0,1,1,Отравление ампициллином,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
XIX,Травмы и отравления,T38,1,37.0,37.0,0,1,Отравление инсулином,9054,0.0001104484205875856,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113
XIX,Травмы и отравления,T53,1,32.0,32.0,1,1,Токсическое действие четыреххлористого углерода,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,114
XIX,Травмы и отравления,T57,1,21.0,21.0,1,1,Токсическое действие других неорганических веществ,9054,0.0001104484205875856,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115
XIX,Травмы и отравления,T63,1,63.0,63.0,1,1,Токсическое действие яда членистоногих,9054,0.0001104484205875856,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,116
XIX,Травмы и отравления,T84,1,85.0,85.0,1,0,Инфекция протеза сустава,9054,0.0001104484205875856,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117
XIX,Травмы и отравления,T86,1,33.0,33.0,1,1,Отторжение трансплантата почки,9054,0.0001104484205875856,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118
IV,Эндокринные и обмен,E11,2996,72.60914552736983,72.0,947,549,Инсулиннезависимый сахарный диабет с множественными осложнениями,3183,0.9412503927112786,0.31608811748998666,0.18324432576769026,68.0,209.0,203.0,309.0,416.0,400.0,360.0,304.0,397.0,330.0,1
IV,Эндокринные и обмен,E10,123,55.46341463414634,56.0,71,76,Инсулинзависимый сахарный диабет с множественными осложнениями,3183,0.03864278982092366,0.5772357723577236,0.6178861788617886,10.0,16.0,25.0,21.0,19.0,7.0,6.0,5.0,6.0,8.0,2
IV,Эндокринные и обмен,E66,17,60.705882352941174,64.0,6,9,"Крайняя степень ожирения, сопровождаемая альвеолярной гиповентиляцией",3183,0.0053408733898837575,0.35294117647058826,0.5294117647058824,1.0,2.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,3
IV,Эндокринные и обмен,E05,10,61.0,61.0,2,6,Тиреотоксикоз с диффузным зобом,3183,0.0031416902293433867,0.2,0.6,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4
IV,Эндокринные и обмен,E43,5,72.0,74.0,1,0,Выраженная белково-энергетическая недостаточность,3183,0.0015708451146716933,0.2,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
IV,Эндокринные и обмен,E51,5,67.8,69.0,2,1,Болезнь Вернике,3183,0.0015708451146716933,0.4,0.2,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
IV,Эндокринные и обмен,E13,4,65.5,70.0,3,2,Другой уточненный сахарный диабет с множественными осложнениями,3183,0.0012566760917373547,0.75,0.5,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7
IV,Эндокринные и обмен,E84,4,12.75,12.0,2,1,Кистозный фиброз с другими проявлениями,3183,0.0012566760917373547,0.5,0.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8
IV,Эндокринные и обмен,E06,2,66.5,66.5,0,0,Аутоиммунный тиреоидит,3183,0.0006283380458686773,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9
IV,Эндокринные и обмен,E68,2,61.0,61.0,0,1,Последствия гиперфагии,3183,0.0006283380458686773,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
IV,Эндокринные и обмен,E75,2,18.0,18.0,0,1,Другие ганглиозидозы,3183,0.0006283380458686773,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11
IV,Эндокринные и обмен,E85,2,42.0,42.0,2,2,Амилоидоз неуточненный,3183,0.0006283380458686773,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
IV,Эндокринные и обмен,E04,1,78.0,78.0,0,0,Нетоксический многоузловой зоб,3183,0.00031416902293433867,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
IV,Эндокринные и обмен,E14,1,49.0,49.0,0,1,Сахарный диабет неуточненный с поражением почек,3183,0.00031416902293433867,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
IV,Эндокринные и обмен,E23,1,65.0,65.0,1,0,Гипопитуитаризм,3183,0.00031416902293433867,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15
IV,Эндокринные и обмен,E26,1,86.0,86.0,0,0,Первичный гиперальдостеронизм,3183,0.00031416902293433867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16
IV,Эндокринные и обмен,E44,1,70.0,70.0,0,0,Умеренная белково-энергетическая недостаточность,3183,0.00031416902293433867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
IV,Эндокринные и обмен,E71,1,1.0,1.0,0,0,Другие виды нарушений обмена аминокислот с разветвленной цепью,3183,0.00031416902293433867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
IV,Эндокринные и обмен,E72,1,10.0,10.0,1,0,Нарушения транспорта аминокислот,3183,0.00031416902293433867,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19
IV,Эндокринные и обмен,E74,1,64.0,64.0,0,1,Другие нарушения углеводного обмена,3183,0.00031416902293433867,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20
IV,Эндокринные и обмен,E76,1,3.0,3.0,0,0,Муковисцидоз,3183,0.00031416902293433867,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
IV,Эндокринные и обмен,E78,1,32.0,32.0,0,1,Чистая гиперхолестеринемия,3183,0.00031416902293433867,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22
IV,Эндокринные и обмен,E83,1,70.0,70.0,0,0,Нарушения обмена меди,3183,0.00031416902293433867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23
X,Дыхание,J18,2205,64.96689342403629,67.0,1326,941,"Другая пневмония, возбудитель не уточнен",4215,0.5231316725978647,0.601360544217687,0.4267573696145125,315.0,99.0,108.0,134.0,226.0,595.0,211.0,194.0,175.0,148.0,1
X,Дыхание,J44,1288,70.91459627329192,71.0,860,321,Другая уточненная хроническая обструктивная легочная болезнь,4215,0.3055753262158956,0.6677018633540373,0.24922360248447206,76.0,105.0,125.0,64.0,110.0,148.0,146.0,170.0,169.0,175.0,2
X,Дыхание,J85,224,63.39732142857143,65.0,167,109,Абсцесс легкого с пневмонией,4215,0.0531435349940688,0.7455357142857143,0.48660714285714285,28.0,15.0,21.0,21.0,28.0,27.0,22.0,22.0,23.0,17.0,3
X,Дыхание,J15,168,65.04166666666667,69.0,103,66,Другие бактериальные пневмонии,4215,0.0398576512455516,0.6130952380952381,0.39285714285714285,5.0,0.0,3.0,10.0,8.0,23.0,49.0,23.0,29.0,18.0,4
X,Дыхание,J12,118,70.29661016949153,71.0,59,28,Другая вирусная пневмония,4215,0.027995255041518386,0.5,0.23728813559322035,3.0,0.0,0.0,0.0,9.0,60.0,44.0,1.0,1.0,0.0,5
X,Дыхание,J84,91,70.21978021978022,71.0,42,23,Другие интерстициальные легочные болезни с упоминанием о фиброзе,4215,0.02158956109134045,0.46153846153846156,0.25274725274725274,4.0,2.0,5.0,1.0,4.0,16.0,17.0,8.0,21.0,13.0,6
X,Дыхание,J45,27,61.74074074074074,64.0,9,13,Смешанная астма,4215,0.006405693950177936,0.3333333333333333,0.48148148148148145,3.0,4.0,2.0,1.0,0.0,2.0,4.0,2.0,6.0,3.0,7
X,Дыхание,J86,21,64.33333333333333,65.0,16,9,Пиоторакс без фистулы,4215,0.00498220640569395,0.7619047619047619,0.42857142857142855,3.0,3.0,2.0,1.0,3.0,4.0,1.0,3.0,0.0,1.0,8
X,Дыхание,J16,19,63.68421052631579,66.0,8,6,"Пневмония, вызванная другими уточненными инфекционными агентами",4215,0.0045077105575326215,0.42105263157894735,0.3157894736842105,0.0,0.0,0.0,1.0,2.0,7.0,2.0,0.0,4.0,3.0,9
X,Дыхание,J94,8,74.875,73.0,4,1,Фиброторакс,4215,0.0018979833926453143,0.5,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,10
X,Дыхание,J09,7,52.57142857142857,50.0,4,6,Грипп  вызванный идентифицированным вирусом птичьего гриппа,4215,0.00166073546856465,0.5714285714285714,0.8571428571428571,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11
X,Дыхание,J43,7,74.28571428571429,77.0,6,1,Эмфизема неуточненная,4215,0.00166073546856465,0.8571428571428571,0.14285714285714285,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,12
X,Дыхание,J38,6,57.833333333333336,58.0,1,3,Отек гортани,4215,0.0014234875444839859,0.16666666666666666,0.5,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,13
X,Дыхание,J10,5,42.6,46.0,3,4,"Грипп с пневмонией, сезонный вирус гриппа идентифицирован",4215,0.0011862396204033216,0.6,0.8,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,14
X,Дыхание,J98,4,54.75,57.5,3,2,Болезни средостения неуточненные,4215,0.0009489916963226571,0.75,0.5,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15
X,Дыхание,J01,3,63.666666666666664,68.0,3,1,Острый верхнечелюстной синусит,4215,0.0007117437722419929,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,16
X,Дыхание,J39,2,62.0,62.0,1,2,Другие уточненные болезни верхних дыхательных путей,4215,0.00047449584816132857,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17
X,Дыхание,J03,1,53.0,53.0,1,1,Острый тонзиллит неуточненный,4215,0.00023724792408066428,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
X,Дыхание,J05,1,59.0,59.0,1,1,Острый эпиглоттит,4215,0.00023724792408066428,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19
X,Дыхание,J11,1,71.0,71.0,1,0,Грипп с неуточненным вирусом,4215,0.00023724792408066428,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20
X,Дыхание,J13,1,84.0,84.0,0,0,"Пневмония, вызванная Streptococcus pneumoniae",4215,0.00023724792408066428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21
X,Дыхание,J32,1,71.0,71.0,0,0,Хронический пансинусит,4215,0.00023724792408066428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22
X,Дыхание,J34,1,81.0,81.0,0,0,Абсцесс носа,4215,0.00023724792408066428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23
X,Дыхание,J36,1,45.0,45.0,1,1,Перитонзиллярный абсцесс,4215,0.00023724792408066428,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24
X,Дыхание,J41,1,84.0,84.0,0,0,Хронический бронхит,4215,0.00023724792408066428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25
X,Дыхание,J47,1,84.0,84.0,0,0,Бронхоэктатическая болезнь,4215,0.00023724792408066428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
X,Дыхание,J69,1,84.0,84.0,1,0,Пневмония вследствие пищи и рвотных масс,4215,0.00023724792408066428,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
X,Дыхание,J93,1,81.0,81.0,1,0,Спонтанный пневмоторакс,4215,0.00023724792408066428,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
X,Дыхание,J96,1,52.0,52.0,1,1,Дыхательная недостаточность,4215,0.00023724792408066428,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29
XI,Пищеварение,K74,2254,56.879325643300795,57.0,1236,1672,Другой и неуточненный цирроз печени,6883,0.32747348539880866,0.5483584738243124,0.7417923691215617,198.0,152.0,189.0,229.0,260.0,301.0,231.0,210.0,239.0,245.0,1
XI,Пищеварение,K85,983,58.7822990844354,60.0,653,621,Другой острый панкреатит,6883,0.14281563271829145,0.6642929806714141,0.6317395727365208,46.0,79.0,79.0,98.0,142.0,121.0,107.0,132.0,101.0,78.0,2
XI,Пищеварение,K55,916,75.5174672489083,76.5,319,158,Острые сосудистые болезни кишечника,6883,0.13308150515763476,0.3482532751091703,0.17248908296943233,52.0,82.0,98.0,94.0,122.0,123.0,106.0,94.0,79.0,66.0,3
XI,Пищеварение,K70,351,53.48717948717949,54.0,212,291,Алкогольный цирроз печени,6883,0.050995205578962664,0.603988603988604,0.8290598290598291,33.0,38.0,40.0,36.0,46.0,38.0,21.0,27.0,44.0,28.0,4
XI,Пищеварение,K76,337,53.982195845697326,54.0,225,278,"Жировая дегенерация печени, не классифицированная в других рубриках",6883,0.048961208775243355,0.6676557863501483,0.8249258160237388,109.0,116.0,13.0,7.0,6.0,12.0,5.0,16.0,24.0,29.0,5
XI,Пищеварение,K25,321,67.79127725856698,68.0,184,123,Язва желудка хроническая или неуточненная с кровотечением,6883,0.04663664099956415,0.573208722741433,0.38317757009345793,25.0,28.0,34.0,35.0,41.0,35.0,35.0,30.0,31.0,27.0,6
XI,Пищеварение,K86,292,57.88013698630137,58.0,188,192,Другие уточненные болезни поджелудочной железы,6883,0.042423361906145575,0.6438356164383562,0.6575342465753424,16.0,21.0,20.0,20.0,43.0,31.0,29.0,37.0,26.0,49.0,7
XI,Пищеварение,K80,193,76.03108808290155,77.0,65,22,Камни желчного пузыря с острым холециститом,6883,0.028040098794130466,0.33678756476683935,0.11398963730569948,9.0,12.0,13.0,22.0,29.0,18.0,19.0,14.0,29.0,28.0,8
