mo_key,mo_id,mo_name,icd_class,deaths,person_years,asmr_per100k,crude_rate_per100k,icd_class_short,stability_flag,regional_deaths,regional_person_years,regional_asmr_per100k,asmr_ratio_vs_region,crude_rank_within_class,asmr_rank_within_class,rank_shift_to_higher_risk
корсаковский,362,Корсаковский,XIV,87,122394.0,79.55083132362725,71.08191578018531,Мочеполовая система,ok,838,1446576.0,57.929897910652464,1.3732258159046231,9.0,5.0,4.0
корсаковский,362,Корсаковский,XIX,197,122394.0,164.3201624190159,160.9556023988104,Травмы и отравления,ok,2748,1446576.0,189.96582274280786,0.8649985563007654,13.0,14.0,-1.0
корсаковский,362,Корсаковский,XV,0,122394.0,0.0,0.0,Беременность и роды,very_low_count,3,1446576.0,0.20738626936987756,0.0,4.0,4.0,0.0
корсаковский,362,Корсаковский,XVI,2,122394.0,1.2078715096633366,1.634067029429547,Перинатальные состояния,very_low_count,33,1446576.0,2.281248963068653,0.5294781627159851,9.0,9.0,0.0
корсаковский,362,Корсаковский,XVII,1,122394.0,0.8093728015082764,0.8170335147147735,Врожденные аномалии,very_low_count,36,1446576.0,2.4886352324385306,0.32522757492073234,15.0,15.0,0.0
корсаковский,362,Корсаковский,XVIII,57,122394.0,48.217843944859915,46.570910338742095,Симптомы и неточные причины,ok,552,1446576.0,38.15907356405747,1.263601011274994,4.0,5.0,-1.0
корсаковский,362,Корсаковский,XXII,0,122394.0,0.0,0.0,Специальные коды,very_low_count,20,1446576.0,1.382575129132517,0.0,6.0,6.0,0.0
курильский,357,Курильский,I,0,20622.0,0.0,0.0,Инфекционные болезни,very_low_count,203,1446576.0,14.03313756069505,0.0,17.0,17.0,0.0
курильский,357,Курильский,II,15,20622.0,162.95534422765735,72.73785277858597,Новообразования,low_count,3384,1446576.0,233.93171184922187,0.6965936466650936,18.0,17.0,1.0
курильский,357,Курильский,III,0,20622.0,0.0,0.0,Кровь и иммунитет,very_low_count,20,1446576.0,1.382575129132517,0.0,12.0,12.0,0.0
курильский,357,Курильский,IV,4,20622.0,36.69171247158357,19.39676074095626,Эндокринные и обмен,very_low_count,866,1446576.0,59.86550309143799,0.6129024325668992,17.0,16.0,1.0
курильский,357,Курильский,IX,44,20622.0,400.8410099491897,213.36436815051889,Кровообращение,ok,6028,1446576.0,416.70814392054064,0.9619226688922679,17.0,14.0,3.0
курильский,357,Курильский,V,1,20622.0,16.151840528852176,4.849190185239065,Психические расстройства,very_low_count,95,1446576.0,6.567231863379456,2.459459459459459,9.0,4.0,5.0
курильский,357,Курильский,VI,5,20622.0,42.764773562843004,24.245950926195327,Нервная система,very_low_count,1199,1446576.0,82.8853789914944,0.5159507513047804,18.0,16.0,2.0
курильский,357,Курильский,VIII,0,20622.0,0.0,0.0,Ухо,very_low_count,4,1446576.0,0.27651502582650345,0.0,5.0,5.0,0.0
курильский,357,Курильский,X,4,20622.0,28.827683631053468,19.39676074095626,Дыхание,very_low_count,1219,1446576.0,84.26795412062691,0.3420954493541821,17.0,17.0,0.0
курильский,357,Курильский,XI,13,20622.0,93.36751472414073,63.03947240810785,Пищеварение,low_count,2060,1446576.0,142.40523830064924,0.6556466309688768,18.0,17.0,1.0
курильский,357,Курильский,XII,1,20622.0,9.243378847706584,4.849190185239065,Кожа,very_low_count,48,1446576.0,3.318180309918041,2.7856770833333333,3.0,2.0,1.0
курильский,357,Курильский,XIII,1,20622.0,7.082790252654105,4.849190185239065,Костно-мышечные,very_low_count,76,1446576.0,5.2537854907035655,1.3481308411214952,10.0,7.0,3.0
курильский,357,Курильский,XIV,1,20622.0,9.243378847706584,4.849190185239065,Мочеполовая система,very_low_count,838,1446576.0,57.929897910652464,0.15956145584725537,18.0,18.0,0.0
курильский,357,Курильский,XIX,31,20622.0,184.80594617559584,150.32489574241103,Травмы и отравления,ok,2748,1446576.0,189.96582274280786,0.9728378689771059,15.0,12.0,3.0
курильский,357,Курильский,XV,0,20622.0,0.0,0.0,Беременность и роды,very_low_count,3,1446576.0,0.20738626936987756,0.0,4.0,4.0,0.0
курильский,357,Курильский,XVI,0,20622.0,0.0,0.0,Перинатальные состояния,very_low_count,33,1446576.0,2.281248963068653,0.0,11.0,11.0,0.0
курильский,357,Курильский,XVII,1,20622.0,2.4796891580735556,4.849190185239065,Врожденные аномалии,very_low_count,36,1446576.0,2.4886352324385306,0.99640522875817,5.0,9.0,-4.0
курильский,357,Курильский,XVIII,0,20622.0,0.0,0.0,Симптомы и неточные причины,very_low_count,552,1446576.0,38.15907356405747,0.0,18.0,18.0,0.0
курильский,357,Курильский,XXII,0,20622.0,0.0,0.0,Специальные коды,very_low_count,20,1446576.0,1.382575129132517,0.0,6.0,6.0,0.0
макаровский,366,Макаровский,I,2,21270.0,8.322469658321854,9.402914903620122,Инфекционные болезни,very_low_count,203,1446576.0,14.03313756069505,0.5930583679042657,12.0,12.0,0.0
макаровский,366,Макаровский,II,71,21270.0,302.3445413562792,333.80347907851433,Новообразования,ok,3384,1446576.0,233.93171184922187,1.2924478642346364,6.0,5.0,1.0
макаровский,366,Макаровский,III,1,21270.0,4.456933785223485,4.701457451810061,Кровь и иммунитет,very_low_count,20,1446576.0,1.382575129132517,3.223646723646724,3.0,3.0,0.0
макаровский,366,Макаровский,IV,18,21270.0,74.09827099086273,84.6262341325811,Эндокринные и обмен,low_count,866,1446576.0,59.86550309143799,1.2377457327584092,9.0,11.0,-2.0
макаровский,366,Макаровский,IX,135,21270.0,566.5884901282423,634.6967559943582,Кровообращение,ok,6028,1446576.0,416.70814392054064,1.359677026701646,3.0,4.0,-1.0
макаровский,366,Макаровский,V,1,21270.0,3.92672827478751,4.701457451810061,Психические расстройства,very_low_count,95,1446576.0,6.567231863379456,0.5979274611398965,10.0,11.0,-1.0
макаровский,366,Макаровский,VI,37,21270.0,152.3266677233289,173.95392571697226,Нервная система,ok,1199,1446576.0,82.8853789914944,1.8377990132488926,3.0,4.0,-1.0
макаровский,366,Макаровский,VIII,0,21270.0,0.0,0.0,Ухо,very_low_count,4,1446576.0,0.27651502582650345,0.0,5.0,5.0,0.0
макаровский,366,Макаровский,X,20,21270.0,81.21746722598601,94.02914903620122,Дыхание,low_count,1219,1446576.0,84.26795412062691,0.9638001547981784,8.0,11.0,-3.0
