year,sex,age_band,node_id,n,pgpzh75,premature,valid_age_n,age_sum
2016,F,0_4,d|C70,1,71.0,1,1,4.0
2016,F,0_4,d|E76,1,72.0,1,1,3.0
2016,F,0_4,d|P21,1,75.0,1,1,0.0
2016,F,0_4,d|P22,1,75.0,1,1,0.0
2016,F,0_4,d|P36,1,75.0,1,1,0.0
2016,F,0_4,d|P77,1,75.0,1,1,0.0
2016,F,0_4,d|Q00,1,75.0,1,1,0.0
2016,F,0_4,d|Q89,1,75.0,1,1,0.0
2016,F,0_4,d|R95,2,150.0,2,2,0.0
2016,F,0_4,d|S06,2,150.0,2,2,0.0
2016,F,0_4,d|T17,1,75.0,1,1,0.0
2016,F,15_49,d|A04,1,56.0,1,1,19.0
2016,F,15_49,d|A15,5,169.0,5,5,206.0
2016,F,15_49,d|A16,1,31.0,1,1,44.0
2016,F,15_49,d|A19,1,28.0,1,1,47.0
2016,F,15_49,d|B18,1,39.0,1,1,36.0
2016,F,15_49,d|B20,4,168.0,4,4,132.0
2016,F,15_49,d|C02,1,33.0,1,1,42.0
2016,F,15_49,d|C16,1,36.0,1,1,39.0
2016,F,15_49,d|C18,1,29.0,1,1,46.0
2016,F,15_49,d|C19,1,32.0,1,1,43.0
2016,F,15_49,d|C20,1,29.0,1,1,46.0
2016,F,15_49,d|C22,3,102.0,3,3,123.0
2016,F,15_49,d|C24,1,32.0,1,1,43.0
2016,F,15_49,d|C25,2,59.0,2,2,91.0
2016,F,15_49,d|C31,1,29.0,1,1,46.0
2016,F,15_49,d|C34,2,65.0,2,2,85.0
2016,F,15_49,d|C41,1,43.0,1,1,32.0
2016,F,15_49,d|C43,1,38.0,1,1,37.0
2016,F,15_49,d|C49,1,32.0,1,1,43.0
2016,F,15_49,d|C50,6,172.0,6,6,278.0
2016,F,15_49,d|C53,11,380.0,11,11,445.0
2016,F,15_49,d|C54,3,90.0,3,3,135.0
2016,F,15_49,d|C56,3,107.0,3,3,118.0
2016,F,15_49,d|C64,1,32.0,1,1,43.0
2016,F,15_49,d|C77,1,29.0,1,1,46.0
2016,F,15_49,d|C90,1,29.0,1,1,46.0
2016,F,15_49,d|E11,1,30.0,1,1,45.0
2016,F,15_49,d|I08,2,72.0,2,2,78.0
2016,F,15_49,d|I11,1,31.0,1,1,44.0
2016,F,15_49,d|I21,2,77.0,2,2,73.0
2016,F,15_49,d|I24,12,408.0,12,12,492.0
2016,F,15_49,d|I25,1,33.0,1,1,42.0
2016,F,15_49,d|I33,4,170.0,4,4,130.0
2016,F,15_49,d|I42,9,329.0,9,9,346.0
2016,F,15_49,d|I60,7,260.0,7,7,265.0
2016,F,15_49,d|I61,10,333.0,10,10,417.0
2016,F,15_49,d|I62,1,34.0,1,1,41.0
2016,F,15_49,d|I63,3,92.0,3,3,133.0
2016,F,15_49,d|I67,1,51.0,1,1,24.0
2016,F,15_49,d|I71,2,64.0,2,2,86.0
2016,F,15_49,d|I74,1,28.0,1,1,47.0
2016,F,15_49,d|I80,2,71.0,2,2,79.0
2016,F,15_49,d|J12,1,26.0,1,1,49.0
2016,F,15_49,d|J15,1,31.0,1,1,44.0
2016,F,15_49,d|J18,19,677.0,19,19,748.0
2016,F,15_49,d|J44,1,41.0,1,1,34.0
2016,F,15_49,d|K22,1,60.0,1,1,15.0
2016,F,15_49,d|K56,3,110.0,3,3,115.0
2016,F,15_49,d|K70,2,66.0,2,2,84.0
2016,F,15_49,d|K71,5,211.0,5,5,164.0
2016,F,15_49,d|K74,24,793.0,24,24,1007.0
2016,F,15_49,d|K76,17,596.0,17,17,679.0
2016,F,15_49,d|K81,1,54.0,1,1,21.0
2016,F,15_49,d|K85,4,165.0,4,4,135.0
2016,F,15_49,d|K86,1,41.0,1,1,34.0
2016,F,15_49,d|M31,1,43.0,1,1,32.0
2016,F,15_49,d|N11,1,31.0,1,1,44.0
2016,F,15_49,d|N18,1,34.0,1,1,41.0
2016,F,15_49,d|N70,1,29.0,1,1,46.0
2016,F,15_49,d|O45,1,44.0,1,1,31.0
2016,F,15_49,d|O72,1,44.0,1,1,31.0
2016,F,15_49,d|Q03,1,45.0,1,1,30.0
2016,F,15_49,d|Q67,1,29.0,1,1,46.0
2016,F,15_49,d|R99,9,348.0,9,9,327.0
2016,F,15_49,d|S01,1,38.0,1,1,37.0
2016,F,15_49,d|S02,7,286.0,7,7,239.0
2016,F,15_49,d|S06,10,390.0,10,10,360.0
2016,F,15_49,d|S09,1,38.0,1,1,37.0
2016,F,15_49,d|S13,1,36.0,1,1,39.0
2016,F,15_49,d|S14,1,45.0,1,1,30.0
2016,F,15_49,d|S22,1,26.0,1,1,49.0
2016,F,15_49,d|S26,1,27.0,1,1,48.0
2016,F,15_49,d|S29,1,48.0,1,1,27.0
2016,F,15_49,d|S36,1,43.0,1,1,32.0
2016,F,15_49,d|T01,1,35.0,1,1,40.0
2016,F,15_49,d|T06,10,463.0,10,10,287.0
2016,F,15_49,d|T17,2,68.0,2,2,82.0
2016,F,15_49,d|T40,1,58.0,1,1,17.0
2016,F,15_49,d|T46,1,59.0,1,1,16.0
2016,F,15_49,d|T51,7,263.0,7,7,262.0
2016,F,15_49,d|T54,1,26.0,1,1,49.0
2016,F,15_49,d|T58,7,256.0,7,7,269.0
2016,F,15_49,d|T65,5,174.0,5,5,201.0
2016,F,15_49,d|T68,2,60.0,2,2,90.0
2016,F,15_49,d|T71,11,399.0,11,11,426.0
2016,F,15_49,d|T75,4,126.0,4,4,174.0
2016,F,50_69,d|A04,1,8.0,1,1,67.0
2016,F,50_69,d|A15,2,46.0,2,2,104.0
2016,F,50_69,d|A16,4,79.0,4,4,221.0
2016,F,50_69,d|B18,3,41.0,3,3,184.0
2016,F,50_69,d|B83,1,6.0,1,1,69.0
2016,F,50_69,d|C02,1,19.0,1,1,56.0
2016,F,50_69,d|C03,1,7.0,1,1,68.0
2016,F,50_69,d|C04,2,25.0,2,2,125.0
2016,F,50_69,d|C10,2,35.0,2,2,115.0
2016,F,50_69,d|C13,1,11.0,1,1,64.0
2016,F,50_69,d|C15,5,68.0,5,5,307.0
2016,F,50_69,d|C16,19,225.0,19,19,1200.0
2016,F,50_69,d|C17,2,19.0,2,2,131.0
2016,F,50_69,d|C18,13,158.0,13,13,817.0
2016,F,50_69,d|C20,2,21.0,2,2,129.0
2016,F,50_69,d|C21,1,10.0,1,1,65.0
2016,F,50_69,d|C22,6,89.0,6,6,361.0
2016,F,50_69,d|C23,1,18.0,1,1,57.0
2016,F,50_69,d|C24,2,23.0,2,2,127.0
2016,F,50_69,d|C25,23,300.0,23,23,1425.0
2016,F,50_69,d|C34,34,434.0,34,34,2116.0
2016,F,50_69,d|C38,3,58.0,3,3,167.0
2016,F,50_69,d|C40,1,15.0,1,1,60.0
2016,F,50_69,d|C41,2,32.0,2,2,118.0
2016,F,50_69,d|C43,2,34.0,2,2,116.0
2016,F,50_69,d|C44,1,12.0,1,1,63.0
2016,F,50_69,d|C45,3,55.0,3,3,170.0
2016,F,50_69,d|C48,5,54.0,5,5,321.0
2016,F,50_69,d|C50,43,578.0,43,43,2647.0
2016,F,50_69,d|C53,11,169.0,11,11,656.0
2016,F,50_69,d|C54,13,202.0,13,13,773.0
2016,F,50_69,d|C56,12,136.0,12,12,764.0
2016,F,50_69,d|C57,1,19.0,1,1,56.0
2016,F,50_69,d|C64,6,87.0,6,6,363.0
2016,F,50_69,d|C66,1,7.0,1,1,68.0
2016,F,50_69,d|C67,3,56.0,3,3,169.0
2016,F,50_69,d|C69,1,24.0,1,1,51.0
2016,F,50_69,d|C70,1,18.0,1,1,57.0
2016,F,50_69,d|C71,5,79.0,5,5,296.0
2016,F,50_69,d|C72,1,21.0,1,1,54.0
2016,F,50_69,d|C73,1,19.0,1,1,56.0
2016,F,50_69,d|C76,1,11.0,1,1,64.0
2016,F,50_69,d|C80,3,47.0,3,3,178.0
2016,F,50_69,d|C83,1,15.0,1,1,60.0
2016,F,50_69,d|C84,1,19.0,1,1,56.0
2016,F,50_69,d|C85,1,9.0,1,1,66.0
2016,F,50_69,d|C90,5,71.0,5,5,304.0
2016,F,50_69,d|C92,2,18.0,2,2,132.0
2016,F,50_69,d|C95,1,6.0,1,1,69.0
2016,F,50_69,d|C97,2,41.0,2,2,109.0
2016,F,50_69,d|D16,1,7.0,1,1,68.0
2016,F,50_69,d|D25,1,24.0,1,1,51.0
2016,F,50_69,d|D27,1,15.0,1,1,60.0
2016,F,50_69,d|D32,2,20.0,2,2,130.0
2016,F,50_69,d|D33,1,7.0,1,1,68.0
2016,F,50_69,d|D39,1,20.0,1,1,55.0
2016,F,50_69,d|D43,1,8.0,1,1,67.0
2016,F,50_69,d|D46,1,15.0,1,1,60.0
2016,F,50_69,d|D47,1,10.0,1,1,65.0
2016,F,50_69,d|E10,4,33.0,4,4,267.0
2016,F,50_69,d|E11,16,186.0,16,16,1014.0
2016,F,50_69,d|E51,1,19.0,1,1,56.0
2016,F,50_69,d|E68,1,21.0,1,1,54.0
2016,F,50_69,d|F01,1,11.0,1,1,64.0
2016,F,50_69,d|G00,1,14.0,1,1,61.0
2016,F,50_69,d|G04,2,29.0,2,2,121.0
2016,F,50_69,d|G20,2,16.0,2,2,134.0
2016,F,50_69,d|G31,1,9.0,1,1,66.0
2016,F,50_69,d|G91,2,16.0,2,2,134.0
2016,F,50_69,d|G93,3,35.0,3,3,190.0
2016,F,50_69,d|I08,1,14.0,1,1,61.0
2016,F,50_69,d|I11,6,66.0,6,6,384.0
2016,F,50_69,d|I12,1,8.0,1,1,67.0
2016,F,50_69,d|I13,5,73.0,5,5,302.0
2016,F,50_69,d|I21,28,335.0,28,28,1765.0
2016,F,50_69,d|I22,9,88.0,9,9,587.0
2016,F,50_69,d|I24,34,453.0,34,34,2097.0
2016,F,50_69,d|I25,125,1422.0,125,125,7953.0
2016,F,50_69,d|I27,1,24.0,1,1,51.0
2016,F,50_69,d|I28,1,9.0,1,1,66.0
2016,F,50_69,d|I30,1,9.0,1,1,66.0
2016,F,50_69,d|I35,1,8.0,1,1,67.0
2016,F,50_69,d|I42,33,475.0,33,33,2000.0
2016,F,50_69,d|I60,8,131.0,8,8,469.0
2016,F,50_69,d|I61,34,413.0,34,34,2137.0
2016,F,50_69,d|I63,51,612.0,51,51,3213.0
2016,F,50_69,d|I64,1,11.0,1,1,64.0
2016,F,50_69,d|I67,14,161.0,14,14,889.0
2016,F,50_69,d|I69,6,60.0,6,6,390.0
2016,F,50_69,d|I70,7,83.0,7,7,442.0
2016,F,50_69,d|I71,8,93.0,8,8,507.0
2016,F,50_69,d|I74,1,13.0,1,1,62.0
2016,F,50_69,d|I80,5,53.0,5,5,322.0
2016,F,50_69,d|I83,1,24.0,1,1,51.0
2016,F,50_69,d|J09,1,25.0,1,1,50.0
2016,F,50_69,d|J10,1,12.0,1,1,63.0
2016,F,50_69,d|J15,1,15.0,1,1,60.0
2016,F,50_69,d|J18,32,472.0,32,32,1928.0
2016,F,50_69,d|J44,14,177.0,14,14,873.0
2016,F,50_69,d|J45,1,13.0,1,1,62.0
2016,F,50_69,d|J84,1,7.0,1,1,68.0
2016,F,50_69,d|J85,1,21.0,1,1,54.0
2016,F,50_69,d|J98,1,9.0,1,1,66.0
2016,F,50_69,d|K22,2,47.0,2,2,103.0
2016,F,50_69,d|K25,3,56.0,3,3,169.0
2016,F,50_69,d|K26,2,31.0,2,2,119.0
2016,F,50_69,d|K29,2,33.0,2,2,117.0
2016,F,50_69,d|K42,1,20.0,1,1,55.0
2016,F,50_69,d|K50,2,40.0,2,2,110.0
2016,F,50_69,d|K55,8,83.0,8,8,517.0
2016,F,50_69,d|K56,1,12.0,1,1,63.0
2016,F,50_69,d|K57,1,23.0,1,1,52.0
2016,F,50_69,d|K65,2,49.0,2,2,101.0
2016,F,50_69,d|K70,7,101.0,7,7,424.0
2016,F,50_69,d|K71,3,48.0,3,3,177.0
2016,F,50_69,d|K74,52,817.0,52,52,3083.0
2016,F,50_69,d|K75,1,19.0,1,1,56.0
2016,F,50_69,d|K76,13,226.0,13,13,749.0
2016,F,50_69,d|K80,2,23.0,2,2,127.0
2016,F,50_69,d|K83,2,25.0,2,2,125.0
2016,F,50_69,d|K85,5,73.0,5,5,302.0
2016,F,50_69,d|K86,1,13.0,1,1,62.0
2016,F,50_69,d|L03,2,36.0,2,2,114.0
2016,F,50_69,d|M05,1,11.0,1,1,64.0
2016,F,50_69,d|M34,1,13.0,1,1,62.0
2016,F,50_69,d|M86,2,30.0,2,2,120.0
2016,F,50_69,d|N11,7,99.0,7,7,426.0
2016,F,50_69,d|N18,3,49.0,3,3,176.0
2016,F,50_69,d|N20,2,21.0,2,2,129.0
2016,F,50_69,d|N30,1,12.0,1,1,63.0
2016,F,50_69,d|N70,1,19.0,1,1,56.0
2016,F,50_69,d|N73,1,6.0,1,1,69.0
2016,F,50_69,d|Q61,2,32.0,2,2,118.0
2016,F,50_69,d|R99,20,248.0,20,20,1252.0
2016,F,50_69,d|S01,1,21.0,1,1,54.0
2016,F,50_69,d|S02,2,25.0,2,2,125.0
2016,F,50_69,d|S06,5,89.0,5,5,286.0
2016,F,50_69,d|S15,1,18.0,1,1,57.0
2016,F,50_69,d|S27,1,20.0,1,1,55.0
2016,F,50_69,d|S36,1,12.0,1,1,63.0
2016,F,50_69,d|S72,1,11.0,1,1,64.0
2016,F,50_69,d|T06,3,50.0,3,3,175.0
2016,F,50_69,d|T17,4,39.0,4,4,261.0
2016,F,50_69,d|T35,1,20.0,1,1,55.0
2016,F,50_69,d|T42,2,26.0,2,2,124.0
2016,F,50_69,d|T48,1,21.0,1,1,54.0
2016,F,50_69,d|T51,11,166.0,11,11,659.0
2016,F,50_69,d|T54,1,9.0,1,1,66.0
2016,F,50_69,d|T58,4,73.0,4,4,227.0
2016,F,50_69,d|T65,5,80.0,5,5,295.0
2016,F,50_69,d|T68,4,69.0,4,4,231.0
2016,F,50_69,d|T71,3,49.0,3,3,176.0
2016,F,5_14,d|A09,1,70.0,1,1,5.0
2016,F,5_14,d|Q03,1,66.0,1,1,9.0
2016,F,5_14,d|T17,1,65.0,1,1,10.0
2016,F,70P,d|A46,1,5.0,1,1,70.0
2016,F,70P,d|B18,1,0.0,0,1,79.0
2016,F,70P,d|C01,1,0.0,0,1,77.0
2016,F,70P,d|C04,1,0.0,0,1,91.0
2016,F,70P,d|C08,1,0.0,0,1,86.0
2016,F,70P,d|C15,4,1.0,1,4,328.0
2016,F,70P,d|C16,24,14.0,6,24,1852.0
2016,F,70P,d|C17,1,0.0,0,1,84.0
2016,F,70P,d|C18,31,18.0,7,31,2437.0
2016,F,70P,d|C19,2,0.0,0,2,162.0
2016,F,70P,d|C20,7,4.0,1,7,569.0
2016,F,70P,d|C21,1,0.0,0,1,81.0
2016,F,70P,d|C22,16,5.0,2,16,1294.0
2016,F,70P,d|C23,1,0.0,0,1,83.0
2016,F,70P,d|C24,3,4.0,1,3,225.0
2016,F,70P,d|C25,19,20.0,7,19,1470.0
2016,F,70P,d|C32,1,0.0,0,1,79.0
2016,F,70P,d|C34,18,25.0,8,18,1398.0
2016,F,70P,d|C40,1,0.0,0,1,77.0
2016,F,70P,d|C43,2,4.0,1,2,150.0
2016,F,70P,d|C44,1,0.0,0,1,86.0
2016,F,70P,d|C45,1,0.0,0,1,84.0
2016,F,70P,d|C48,3,1.0,1,3,236.0
2016,F,70P,d|C50,22,2.0,1,22,1794.0
2016,F,70P,d|C53,2,0.0,0,2,160.0
2016,F,70P,d|C54,5,6.0,2,5,394.0
2016,F,70P,d|C56,9,2.0,1,9,699.0
2016,F,70P,d|C64,3,0.0,0,3,241.0
2016,F,70P,d|C67,8,4.0,1,8,610.0
2016,F,70P,d|C71,4,1.0,1,4,317.0
2016,F,70P,d|C73,1,3.0,1,1,72.0
2016,F,70P,d|C82,1,0.0,0,1,76.0
2016,F,70P,d|C85,2,0.0,0,2,157.0
2016,F,70P,d|C90,2,0.0,0,2,164.0
2016,F,70P,d|C91,1,0.0,0,1,77.0
2016,F,70P,d|C95,2,0.0,0,2,168.0
2016,F,70P,d|C97,2,0.0,0,2,151.0
2016,F,70P,d|D13,1,0.0,0,1,90.0
2016,F,70P,d|D32,2,5.0,1,2,149.0
2016,F,70P,d|D43,1,0.0,0,1,94.0
2016,F,70P,d|D46,1,5.0,1,1,70.0
2016,F,70P,d|D61,1,0.0,0,1,80.0
2016,F,70P,d|E04,1,0.0,0,1,78.0
2016,F,70P,d|E11,29,25.0,7,29,2309.0
2016,F,70P,d|F01,7,0.0,0,7,570.0
2016,F,70P,d|F03,1,0.0,0,1,95.0
2016,F,70P,d|G06,1,0.0,0,1,77.0
2016,F,70P,d|G20,1,0.0,0,1,90.0
2016,F,70P,d|G30,4,2.0,2,4,302.0
2016,F,70P,d|G31,12,0.0,0,12,1014.0
2016,F,70P,d|G40,1,0.0,0,1,78.0
2016,F,70P,d|G70,1,0.0,0,1,77.0
2016,F,70P,d|G93,8,0.0,0,8,711.0
2016,F,70P,d|I05,1,0.0,0,1,77.0
2016,F,70P,d|I11,3,0.0,0,3,259.0
2016,F,70P,d|I13,4,5.0,1,4,319.0
2016,F,70P,d|I21,57,13.0,5,57,4532.0
2016,F,70P,d|I22,23,6.0,3,23,1844.0
2016,F,70P,d|I24,42,31.0,9,42,3381.0
2016,F,70P,d|I25,515,131.0,44,515,42654.0
2016,F,70P,d|I35,3,0.0,0,3,248.0
2016,F,70P,d|I42,27,16.0,5,27,2171.0
2016,F,70P,d|I51,7,0.0,0,7,587.0
2016,F,70P,d|I60,2,0.0,0,2,154.0
2016,F,70P,d|I61,30,10.0,3,30,2365.0
2016,F,70P,d|I62,2,0.0,0,2,164.0
2016,F,70P,d|I63,144,54.0,16,144,11607.0
2016,F,70P,d|I64,3,5.0,1,3,240.0
2016,F,70P,d|I66,1,0.0,0,1,77.0
2016,F,70P,d|I67,79,7.0,3,79,6614.0
2016,F,70P,d|I69,18,10.0,3,18,1451.0
2016,F,70P,d|I70,17,10.0,5,17,1349.0
2016,F,70P,d|I71,4,0.0,0,4,334.0
2016,F,70P,d|I74,1,0.0,0,1,84.0
2016,F,70P,d|I80,14,11.0,3,14,1162.0
2016,F,70P,d|J15,1,0.0,0,1,85.0
2016,F,70P,d|J18,67,16.0,5,67,5496.0
2016,F,70P,d|J44,13,0.0,0,13,1098.0
2016,F,70P,d|J45,1,1.0,1,1,74.0
2016,F,70P,d|J84,3,1.0,1,3,249.0
2016,F,70P,d|J85,6,6.0,2,6,480.0
2016,F,70P,d|K22,3,4.0,1,3,225.0
2016,F,70P,d|K25,4,3.0,1,4,322.0
2016,F,70P,d|K26,7,2.0,1,7,584.0
2016,F,70P,d|K29,1,0.0,0,1,79.0
2016,F,70P,d|K42,1,0.0,0,1,76.0
2016,F,70P,d|K43,2,0.0,0,2,161.0
2016,F,70P,d|K45,1,0.0,0,1,91.0
2016,F,70P,d|K51,1,1.0,1,1,74.0
2016,F,70P,d|K55,26,3.0,1,26,2160.0
2016,F,70P,d|K56,3,5.0,2,3,223.0
2016,F,70P,d|K57,1,0.0,0,1,78.0
2016,F,70P,d|K65,1,0.0,0,1,84.0
2016,F,70P,d|K71,1,0.0,0,1,82.0
2016,F,70P,d|K74,21,20.0,6,21,1635.0
2016,F,70P,d|K76,5,9.0,3,5,380.0
2016,F,70P,d|K80,4,0.0,0,4,335.0
2016,F,70P,d|K81,2,0.0,0,2,177.0
2016,F,70P,d|K85,8,3.0,2,8,624.0
2016,F,70P,d|K86,4,1.0,1,4,317.0
2016,F,70P,d|L02,2,4.0,1,2,149.0
2016,F,70P,d|L97,1,0.0,0,1,76.0
2016,F,70P,d|N01,1,0.0,0,1,79.0
2016,F,70P,d|N11,10,8.0,2,10,801.0
2016,F,70P,d|N12,2,2.0,1,2,157.0
2016,F,70P,d|N13,1,0.0,0,1,75.0
2016,F,70P,d|N15,1,0.0,0,1,80.0
2016,F,70P,d|N18,11,4.0,1,11,897.0
2016,F,70P,d|N20,3,2.0,1,3,244.0
2016,F,70P,d|N26,1,0.0,0,1,85.0
2016,F,70P,d|N28,1,0.0,0,1,89.0
2016,F,70P,d|N30,5,0.0,0,5,405.0
2016,F,70P,d|N61,2,3.0,1,2,148.0
2016,F,70P,d|Q61,1,0.0,0,1,89.0
2016,F,70P,d|R54,4,0.0,0,4,365.0
2016,F,70P,d|R99,13,7.0,3,13,1041.0
2016,F,70P,d|S02,1,1.0,1,1,74.0
2016,F,70P,d|S06,3,0.0,0,3,257.0
2016,F,70P,d|S22,1,0.0,0,1,88.0
2016,F,70P,d|S25,1,0.0,0,1,83.0
2016,F,70P,d|S72,4,5.0,1,4,326.0
2016,F,70P,d|T06,3,2.0,1,3,234.0
2016,F,70P,d|T17,5,4.0,2,5,407.0
2016,F,70P,d|T35,1,0.0,0,1,75.0
2016,F,70P,d|T51,5,6.0,2,5,382.0
2016,F,70P,d|T54,4,5.0,1,4,311.0
2016,F,70P,d|T58,2,3.0,1,2,148.0
2016,F,70P,d|T65,1,5.0,1,1,70.0
2016,F,70P,d|T68,1,0.0,0,1,78.0
2016,F,70P,d|T71,5,3.0,1,5,405.0
2016,F,70P,d|T90,1,0.0,0,1,76.0
2016,M,0_4,d|K56,1,71.0,1,1,4.0
2016,M,0_4,d|P11,1,75.0,1,1,0.0
2016,M,0_4,d|P22,3,225.0,3,3,0.0
2016,M,0_4,d|P27,1,75.0,1,1,0.0
2016,M,0_4,d|P35,1,75.0,1,1,0.0
2016,M,0_4,d|P52,1,75.0,1,1,0.0
2016,M,0_4,d|Q23,1,75.0,1,1,0.0
2016,M,0_4,d|Q25,1,75.0,1,1,0.0
2016,M,0_4,d|Q33,1,75.0,1,1,0.0
2016,M,0_4,d|Q89,1,74.0,1,1,1.0
2016,M,0_4,d|R95,3,225.0,3,3,0.0
2016,M,0_4,d|S02,1,74.0,1,1,1.0
2016,M,0_4,d|S06,1,73.0,1,1,2.0
2016,M,0_4,d|T17,2,150.0,2,2,0.0
2016,M,15_49,d|A15,15,554.0,15,15,571.0
2016,M,15_49,d|A16,4,139.0,4,4,161.0
2016,M,15_49,d|B18,1,36.0,1,1,39.0
2016,M,15_49,d|B20,5,187.0,5,5,188.0
2016,M,15_49,d|B22,1,32.0,1,1,43.0
2016,M,15_49,d|B24,1,41.0,1,1,34.0
2016,M,15_49,d|C04,1,28.0,1,1,47.0
2016,M,15_49,d|C14,1,26.0,1,1,49.0
2016,M,15_49,d|C15,3,95.0,3,3,130.0
2016,M,15_49,d|C16,6,178.0,6,6,272.0
2016,M,15_49,d|C18,2,69.0,2,2,81.0
2016,M,15_49,d|C20,2,84.0,2,2,66.0
2016,M,15_49,d|C22,2,66.0,2,2,84.0
2016,M,15_49,d|C25,2,62.0,2,2,88.0
2016,M,15_49,d|C31,1,34.0,1,1,41.0
2016,M,15_49,d|C32,1,26.0,1,1,49.0
2016,M,15_49,d|C34,8,260.0,8,8,340.0
2016,M,15_49,d|C40,1,50.0,1,1,25.0
2016,M,15_49,d|C41,1,41.0,1,1,34.0
2016,M,15_49,d|C43,1,26.0,1,1,49.0
2016,M,15_49,d|C44,1,33.0,1,1,42.0
2016,M,15_49,d|C45,1,40.0,1,1,35.0
2016,M,15_49,d|C62,1,39.0,1,1,36.0
2016,M,15_49,d|C64,1,27.0,1,1,48.0
2016,M,15_49,d|C67,1,27.0,1,1,48.0
2016,M,15_49,d|C71,2,54.0,2,2,96.0
2016,M,15_49,d|C74,1,31.0,1,1,44.0
2016,M,15_49,d|C83,2,74.0,2,2,76.0
2016,M,15_49,d|D35,1,35.0,1,1,40.0
2016,M,15_49,d|D46,1,42.0,1,1,33.0
2016,M,15_49,d|D86,1,31.0,1,1,44.0
2016,M,15_49,d|E10,1,48.0,1,1,27.0
2016,M,15_49,d|E85,1,35.0,1,1,40.0
2016,M,15_49,d|G04,1,30.0,1,1,45.0
2016,M,15_49,d|G12,1,32.0,1,1,43.0
2016,M,15_49,d|G31,1,41.0,1,1,34.0
2016,M,15_49,d|I11,2,77.0,2,2,73.0
2016,M,15_49,d|I21,19,623.0,19,19,802.0
2016,M,15_49,d|I22,3,105.0,3,3,120.0
2016,M,15_49,d|I24,75,2723.0,75,75,2902.0
2016,M,15_49,d|I25,17,533.0,17,17,742.0
2016,M,15_49,d|I26,3,99.0,3,3,126.0
2016,M,15_49,d|I33,4,150.0,4,4,150.0
2016,M,15_49,d|I40,2,77.0,2,2,73.0
2016,M,15_49,d|I42,31,1032.0,31,31,1293.0
2016,M,15_49,d|I44,1,51.0,1,1,24.0
2016,M,15_49,d|I51,1,38.0,1,1,37.0
2016,M,15_49,d|I60,6,209.0,6,6,241.0
2016,M,15_49,d|I61,24,834.0,24,24,966.0
2016,M,15_49,d|I62,4,139.0,4,4,161.0
2016,M,15_49,d|I63,5,168.0,5,5,207.0
2016,M,15_49,d|I67,4,143.0,4,4,157.0
2016,M,15_49,d|I69,4,131.0,4,4,169.0
2016,M,15_49,d|I70,1,27.0,1,1,48.0
2016,M,15_49,d|I71,2,67.0,2,2,83.0
2016,M,15_49,d|I80,5,172.0,5,5,203.0
2016,M,15_49,d|J09,2,65.0,2,2,85.0
2016,M,15_49,d|J10,1,29.0,1,1,46.0
2016,M,15_49,d|J12,2,69.0,2,2,81.0
2016,M,15_49,d|J15,2,63.0,2,2,87.0
2016,M,15_49,d|J18,46,1609.0,46,46,1841.0
2016,M,15_49,d|J85,6,218.0,6,6,232.0
2016,M,15_49,d|K12,1,39.0,1,1,36.0
2016,M,15_49,d|K25,5,173.0,5,5,202.0
2016,M,15_49,d|K26,2,67.0,2,2,83.0
2016,M,15_49,d|K44,2,67.0,2,2,83.0
2016,M,15_49,d|K51,1,28.0,1,1,47.0
2016,M,15_49,d|K55,2,68.0,2,2,82.0
2016,M,15_49,d|K70,8,287.0,8,8,313.0
2016,M,15_49,d|K74,38,1259.0,38,38,1591.0
2016,M,15_49,d|K76,33,1080.0,33,33,1395.0
2016,M,15_49,d|K83,1,37.0,1,1,38.0
2016,M,15_49,d|K85,14,510.0,14,14,540.0
2016,M,15_49,d|K86,2,91.0,2,2,59.0
2016,M,15_49,d|K92,1,41.0,1,1,34.0
2016,M,15_49,d|M42,1,31.0,1,1,44.0
2016,M,15_49,d|M86,1,29.0,1,1,46.0
2016,M,15_49,d|N10,1,30.0,1,1,45.0
2016,M,15_49,d|N11,3,99.0,3,3,126.0
2016,M,15_49,d|N28,1,29.0,1,1,46.0
2016,M,15_49,d|Q32,1,59.0,1,1,16.0
2016,M,15_49,d|R99,41,1345.0,41,41,1730.0
2016,M,15_49,d|S02,27,1091.0,27,27,934.0
2016,M,15_49,d|S06,24,888.0,24,24,912.0
2016,M,15_49,d|S07,1,41.0,1,1,34.0
2016,M,15_49,d|S09,2,96.0,2,2,54.0
2016,M,15_49,d|S12,3,109.0,3,3,116.0
2016,M,15_49,d|S14,2,98.0,2,2,52.0
2016,M,15_49,d|S15,7,250.0,7,7,275.0
2016,M,15_49,d|S21,3,124.0,3,3,101.0
2016,M,15_49,d|S22,2,59.0,2,2,91.0
2016,M,15_49,d|S25,4,148.0,4,4,152.0
2016,M,15_49,d|S26,12,488.0,12,12,412.0
2016,M,15_49,d|S27,10,375.0,10,10,375.0
2016,M,15_49,d|S29,3,132.0,3,3,93.0
2016,M,15_49,d|S35,2,85.0,2,2,65.0
2016,M,15_49,d|S36,1,51.0,1,1,24.0
2016,M,15_49,d|S37,1,33.0,1,1,42.0
2016,M,15_49,d|S45,1,30.0,1,1,45.0
2016,M,15_49,d|S75,1,38.0,1,1,37.0
2016,M,15_49,d|T01,4,142.0,4,4,158.0
2016,M,15_49,d|T02,2,70.0,2,2,80.0
2016,M,15_49,d|T06,45,1850.0,45,45,1525.0
