year,municipality_source,icd_class,deaths
2019,Южно-Сахалинск г,X,80
2019,Южно-Сахалинск г,XI,179
2019,Южно-Сахалинск г,XII,13
2019,Южно-Сахалинск г,XIII,12
2019,Южно-Сахалинск г,XIV,131
2019,Южно-Сахалинск г,XIX,229
2019,Южно-Сахалинск г,XV,2
2019,Южно-Сахалинск г,XVI,6
2019,Южно-Сахалинск г,XVII,1
2019,Южно-Сахалинск г,XVIII,48
2020,Александровск-Сахалинский р-н,I,10
2020,Александровск-Сахалинский р-н,II,43
2020,Александровск-Сахалинский р-н,III,1
2020,Александровск-Сахалинский р-н,IV,28
2020,Александровск-Сахалинский р-н,IX,45
2020,Александровск-Сахалинский р-н,V,1
2020,Александровск-Сахалинский р-н,VI,17
2020,Александровск-Сахалинский р-н,X,16
2020,Александровск-Сахалинский р-н,XI,21
2020,Александровск-Сахалинский р-н,XIII,3
2020,Александровск-Сахалинский р-н,XIV,26
2020,Александровск-Сахалинский р-н,XIX,34
2020,Александровск-Сахалинский р-н,XVIII,7
2020,Анивский р-н,II,30
2020,Анивский р-н,III,1
2020,Анивский р-н,IV,14
2020,Анивский р-н,IX,48
2020,Анивский р-н,V,1
2020,Анивский р-н,VI,19
2020,Анивский р-н,X,17
2020,Анивский р-н,XI,21
2020,Анивский р-н,XIV,18
2020,Анивский р-н,XIX,24
2020,Анивский р-н,XVII,1
2020,Анивский р-н,XVIII,5
2020,Долинский р-н,I,8
2020,Долинский р-н,II,56
2020,Долинский р-н,IV,29
2020,Долинский р-н,IX,91
2020,Долинский р-н,V,1
2020,Долинский р-н,VI,37
2020,Долинский р-н,X,12
2020,Долинский р-н,XI,46
2020,Долинский р-н,XIII,3
2020,Долинский р-н,XIV,19
2020,Долинский р-н,XIX,40
2020,Долинский р-н,XVI,1
2020,Долинский р-н,XVII,1
2020,Долинский р-н,XVIII,8
2020,Корсаковский р-н,I,5
2020,Корсаковский р-н,II,104
2020,Корсаковский р-н,IV,38
2020,Корсаковский р-н,IX,116
2020,Корсаковский р-н,V,5
2020,Корсаковский р-н,VI,42
2020,Корсаковский р-н,VIII,1
2020,Корсаковский р-н,X,20
2020,Корсаковский р-н,XI,103
2020,Корсаковский р-н,XII,3
2020,Корсаковский р-н,XIII,3
2020,Корсаковский р-н,XIV,30
2020,Корсаковский р-н,XIX,64
2020,Корсаковский р-н,XVI,1
2020,Корсаковский р-н,XVII,1
2020,Корсаковский р-н,XVIII,21
2020,Курильский р-н,II,1
2020,Курильский р-н,IV,2
2020,Курильский р-н,IX,18
2020,Курильский р-н,VI,3
2020,Курильский р-н,X,3
2020,Курильский р-н,XI,4
2020,Курильский р-н,XII,1
2020,Курильский р-н,XIII,1
2020,Курильский р-н,XIV,1
2020,Курильский р-н,XIX,14
2020,Курильский р-н,XVII,1
2020,Макаровский р-н,II,23
2020,Макаровский р-н,III,1
2020,Макаровский р-н,IV,10
2020,Макаровский р-н,IX,34
2020,Макаровский р-н,VI,26
2020,Макаровский р-н,X,8
2020,Макаровский р-н,XI,18
2020,Макаровский р-н,XIV,16
2020,Макаровский р-н,XIX,22
2020,Макаровский р-н,XVIII,4
2020,Невельский р-н,I,3
2020,Невельский р-н,II,46
2020,Невельский р-н,III,1
2020,Невельский р-н,IV,22
2020,Невельский р-н,IX,64
2020,Невельский р-н,V,10
2020,Невельский р-н,VI,23
2020,Невельский р-н,X,13
2020,Невельский р-н,XI,32
2020,Невельский р-н,XIII,1
2020,Невельский р-н,XIV,19
2020,Невельский р-н,XIX,36
2020,Невельский р-н,XVII,1
2020,Невельский р-н,XVIII,12
2020,Ногликский р-н,II,20
2020,Ногликский р-н,IV,10
2020,Ногликский р-н,IX,32
2020,Ногликский р-н,V,3
2020,Ногликский р-н,VI,23
2020,Ногликский р-н,X,9
2020,Ногликский р-н,XI,15
2020,Ногликский р-н,XIV,5
2020,Ногликский р-н,XIX,24
2020,Ногликский р-н,XVII,2
2020,Ногликский р-н,XVIII,3
2020,Охинский р-н,I,8
2020,Охинский р-н,II,56
2020,Охинский р-н,III,1
2020,Охинский р-н,IV,37
2020,Охинский р-н,IX,99
2020,Охинский р-н,V,4
2020,Охинский р-н,VI,15
2020,Охинский р-н,VIII,1
2020,Охинский р-н,X,22
2020,Охинский р-н,XI,32
2020,Охинский р-н,XIII,1
2020,Охинский р-н,XIV,11
2020,Охинский р-н,XIX,47
2020,Охинский р-н,XVII,1
2020,Охинский р-н,XVIII,21
2020,Охинский р-н,XXII,1
2020,Поронайский р-н,I,8
2020,Поронайский р-н,II,81
2020,Поронайский р-н,III,1
2020,Поронайский р-н,IV,33
2020,Поронайский р-н,IX,86
2020,Поронайский р-н,VI,47
2020,Поронайский р-н,X,19
2020,Поронайский р-н,XI,42
2020,Поронайский р-н,XII,1
2020,Поронайский р-н,XIII,1
2020,Поронайский р-н,XIV,23
2020,Поронайский р-н,XIX,40
2020,Поронайский р-н,XVI,1
2020,Поронайский р-н,XVII,1
2020,Поронайский р-н,XVIII,12
2020,Поронайский р-н,XXII,3
2020,Северо-Курильский р-н,II,4
2020,Северо-Курильский р-н,IV,5
2020,Северо-Курильский р-н,IX,5
2020,Северо-Курильский р-н,V,3
2020,Северо-Курильский р-н,VI,1
2020,Северо-Курильский р-н,X,1
2020,Северо-Курильский р-н,XI,3
2020,Северо-Курильский р-н,XIV,2
2020,Северо-Курильский р-н,XIX,3
2020,Смирныховский р-н,I,1
2020,Смирныховский р-н,II,27
2020,Смирныховский р-н,IV,10
2020,Смирныховский р-н,IX,31
2020,Смирныховский р-н,VI,19
2020,Смирныховский р-н,X,6
2020,Смирныховский р-н,XI,36
2020,Смирныховский р-н,XIII,2
2020,Смирныховский р-н,XIV,7
2020,Смирныховский р-н,XIX,23
2020,Смирныховский р-н,XVIII,1
2020,Томаринский р-н,II,40
2020,Томаринский р-н,IV,10
2020,Томаринский р-н,IX,44
2020,Томаринский р-н,VI,16
2020,Томаринский р-н,X,6
2020,Томаринский р-н,XI,10
2020,Томаринский р-н,XIII,2
2020,Томаринский р-н,XIV,3
2020,Томаринский р-н,XIX,20
2020,Томаринский р-н,XVIII,5
2020,Тымовский р-н,I,5
2020,Тымовский р-н,II,49
2020,Тымовский р-н,III,3
2020,Тымовский р-н,IV,18
2020,Тымовский р-н,IX,61
2020,Тымовский р-н,V,1
2020,Тымовский р-н,VI,27
2020,Тымовский р-н,X,29
2020,Тымовский р-н,XI,29
2020,Тымовский р-н,XII,1
2020,Тымовский р-н,XIII,1
2020,Тымовский р-н,XIV,8
2020,Тымовский р-н,XIX,38
2020,Тымовский р-н,XVII,2
2020,Тымовский р-н,XVIII,3
2020,Углегорский р-н,I,3
2020,Углегорский р-н,II,57
2020,Углегорский р-н,III,1
2020,Углегорский р-н,IV,31
2020,Углегорский р-н,IX,104
2020,Углегорский р-н,V,6
2020,Углегорский р-н,VI,46
2020,Углегорский р-н,X,36
2020,Углегорский р-н,XI,54
2020,Углегорский р-н,XIII,4
2020,Углегорский р-н,XIV,26
2020,Углегорский р-н,XIX,37
2020,Углегорский р-н,XVIII,4
2020,Углегорский р-н,XXII,2
2020,Холмский р-н,I,7
2020,Холмский р-н,II,133
2020,Холмский р-н,III,4
2020,Холмский р-н,IV,36
2020,Холмский р-н,IX,170
2020,Холмский р-н,V,9
2020,Холмский р-н,VI,74
2020,Холмский р-н,X,46
2020,Холмский р-н,XI,109
2020,Холмский р-н,XIII,5
2020,Холмский р-н,XIV,31
2020,Холмский р-н,XIX,70
2020,Холмский р-н,XVI,1
2020,Холмский р-н,XVIII,23
2020,Холмский р-н,XXII,2
2020,Южно-Курильский р-н,I,2
2020,Южно-Курильский р-н,II,13
2020,Южно-Курильский р-н,IV,1
2020,Южно-Курильский р-н,IX,24
2020,Южно-Курильский р-н,VI,4
2020,Южно-Курильский р-н,X,4
2020,Южно-Курильский р-н,XI,8
2020,Южно-Курильский р-н,XIV,1
2020,Южно-Курильский р-н,XIX,9
2020,Южно-Курильский р-н,XVIII,3
2020,Южно-Сахалинск г,I,28
2020,Южно-Сахалинск г,II,373
2020,Южно-Сахалинск г,III,3
2020,Южно-Сахалинск г,IV,112
2020,Южно-Сахалинск г,IX,551
2020,Южно-Сахалинск г,V,36
2020,Южно-Сахалинск г,VI,184
2020,Южно-Сахалинск г,X,127
2020,Южно-Сахалинск г,XI,245
2020,Южно-Сахалинск г,XII,18
2020,Южно-Сахалинск г,XIII,16
2020,Южно-Сахалинск г,XIV,98
2020,Южно-Сахалинск г,XIX,244
2020,Южно-Сахалинск г,XVI,7
2020,Южно-Сахалинск г,XVII,3
2020,Южно-Сахалинск г,XVIII,61
2020,Южно-Сахалинск г,XXII,10
2021,Александровск-Сахалинский р-н,I,8
2021,Александровск-Сахалинский р-н,II,35
2021,Александровск-Сахалинский р-н,IV,19
2021,Александровск-Сахалинский р-н,IX,39
2021,Александровск-Сахалинский р-н,VI,14
2021,Александровск-Сахалинский р-н,X,19
2021,Александровск-Сахалинский р-н,XI,23
2021,Александровск-Сахалинский р-н,XII,2
2021,Александровск-Сахалинский р-н,XIII,4
2021,Александровск-Сахалинский р-н,XIV,24
2021,Александровск-Сахалинский р-н,XIX,29
2021,Александровск-Сахалинский р-н,XVII,1
2021,Александровск-Сахалинский р-н,XVIII,5
2021,Александровск-Сахалинский р-н,XXII,10
2021,Анивский р-н,I,1
2021,Анивский р-н,II,43
2021,Анивский р-н,IV,12
2021,Анивский р-н,IX,62
2021,Анивский р-н,VI,18
2021,Анивский р-н,X,19
2021,Анивский р-н,XI,29
2021,Анивский р-н,XII,1
2021,Анивский р-н,XIII,2
2021,Анивский р-н,XIV,16
2021,Анивский р-н,XIX,29
2021,Анивский р-н,XVI,2
2021,Анивский р-н,XVIII,7
2021,Анивский р-н,XXII,21
2021,Долинский р-н,I,1
2021,Долинский р-н,II,66
2021,Долинский р-н,IV,24
2021,Долинский р-н,IX,86
2021,Долинский р-н,VI,23
2021,Долинский р-н,X,52
2021,Долинский р-н,XI,48
2021,Долинский р-н,XII,1
2021,Долинский р-н,XIII,4
2021,Долинский р-н,XIV,12
2021,Долинский р-н,XIX,32
2021,Долинский р-н,XVIII,11
2021,Долинский р-н,XXII,23
2021,Корсаковский р-н,I,4
2021,Корсаковский р-н,II,92
2021,Корсаковский р-н,IV,36
2021,Корсаковский р-н,IX,128
2021,Корсаковский р-н,V,1
2021,Корсаковский р-н,VI,31
2021,Корсаковский р-н,VIII,1
2021,Корсаковский р-н,X,63
2021,Корсаковский р-н,XI,101
2021,Корсаковский р-н,XII,2
2021,Корсаковский р-н,XIII,3
2021,Корсаковский р-н,XIV,37
2021,Корсаковский р-н,XIX,58
2021,Корсаковский р-н,XVII,1
2021,Корсаковский р-н,XVIII,23
2021,Корсаковский р-н,XXII,29
2021,Курильский р-н,II,4
2021,Курильский р-н,IV,5
2021,Курильский р-н,IX,10
2021,Курильский р-н,VI,2
2021,Курильский р-н,X,10
2021,Курильский р-н,XI,5
2021,Курильский р-н,XIV,1
2021,Курильский р-н,XIX,8
2021,Курильский р-н,XVII,1
2021,Макаровский р-н,I,2
2021,Макаровский р-н,II,21
2021,Макаровский р-н,IV,10
2021,Макаровский р-н,IX,36
2021,Макаровский р-н,VI,17
2021,Макаровский р-н,X,6
2021,Макаровский р-н,XI,10
2021,Макаровский р-н,XII,1
2021,Макаровский р-н,XIII,1
2021,Макаровский р-н,XIV,13
2021,Макаровский р-н,XIX,15
2021,Макаровский р-н,XVIII,4
2021,Макаровский р-н,XXII,6
2021,Невельский р-н,II,51
2021,Невельский р-н,IV,20
2021,Невельский р-н,IX,73
2021,Невельский р-н,VI,30
2021,Невельский р-н,X,33
2021,Невельский р-н,XI,28
2021,Невельский р-н,XIII,4
2021,Невельский р-н,XIV,10
2021,Невельский р-н,XIX,32
2021,Невельский р-н,XVI,1
2021,Невельский р-н,XVII,1
2021,Невельский р-н,XVIII,9
2021,Невельский р-н,XXII,26
2021,Ногликский р-н,I,1
2021,Ногликский р-н,II,23
2021,Ногликский р-н,IV,6
2021,Ногликский р-н,IX,32
2021,Ногликский р-н,VI,22
2021,Ногликский р-н,X,28
2021,Ногликский р-н,XI,32
2021,Ногликский р-н,XIII,1
2021,Ногликский р-н,XIV,7
2021,Ногликский р-н,XIX,31
2021,Ногликский р-н,XVI,1
2021,Ногликский р-н,XVIII,4
2021,Ногликский р-н,XXII,8
2021,Охинский р-н,I,10
2021,Охинский р-н,II,66
2021,Охинский р-н,IV,32
2021,Охинский р-н,IX,94
2021,Охинский р-н,VI,30
2021,Охинский р-н,X,45
2021,Охинский р-н,XI,22
2021,Охинский р-н,XIV,15
2021,Охинский р-н,XIX,50
2021,Охинский р-н,XVI,1
2021,Охинский р-н,XVIII,19
2021,Охинский р-н,XXII,40
2021,Поронайский р-н,I,2
2021,Поронайский р-н,II,70
2021,Поронайский р-н,IV,28
2021,Поронайский р-н,IX,73
2021,Поронайский р-н,VI,52
2021,Поронайский р-н,X,51
2021,Поронайский р-н,XI,42
2021,Поронайский р-н,XIII,1
2021,Поронайский р-н,XIV,32
2021,Поронайский р-н,XIX,46
2021,Поронайский р-н,XVII,1
2021,Поронайский р-н,XVIII,15
2021,Поронайский р-н,XXII,26
2021,Северо-Курильский р-н,II,4
2021,Северо-Курильский р-н,IV,2
2021,Северо-Курильский р-н,IX,9
2021,Северо-Курильский р-н,VI,1
2021,Северо-Курильский р-н,XI,3
2021,Северо-Курильский р-н,XIV,1
2021,Северо-Курильский р-н,XIX,6
2021,Северо-Курильский р-н,XVIII,2
2021,Смирныховский р-н,I,3
2021,Смирныховский р-н,II,18
2021,Смирныховский р-н,IV,5
2021,Смирныховский р-н,IX,33
2021,Смирныховский р-н,VI,18
2021,Смирныховский р-н,X,23
2021,Смирныховский р-н,XI,42
2021,Смирныховский р-н,XIII,2
2021,Смирныховский р-н,XIV,19
2021,Смирныховский р-н,XIX,20
2021,Смирныховский р-н,XVI,1
2021,Смирныховский р-н,XVIII,3
2021,Смирныховский р-н,XXII,11
2021,Томаринский р-н,I,1
2021,Томаринский р-н,II,25
2021,Томаринский р-н,IV,21
2021,Томаринский р-н,IX,34
2021,Томаринский р-н,VI,36
2021,Томаринский р-н,X,24
2021,Томаринский р-н,XI,15
2021,Томаринский р-н,XIV,11
2021,Томаринский р-н,XIX,14
2021,Томаринский р-н,XVI,1
2021,Томаринский р-н,XVIII,4
2021,Томаринский р-н,XXII,9
2021,Тымовский р-н,I,2
2021,Тымовский р-н,II,47
2021,Тымовский р-н,IV,21
2021,Тымовский р-н,IX,61
2021,Тымовский р-н,VI,16
2021,Тымовский р-н,X,37
2021,Тымовский р-н,XI,38
2021,Тымовский р-н,XIII,1
2021,Тымовский р-н,XIV,12
2021,Тымовский р-н,XIX,27
2021,Тымовский р-н,XVIII,5
2021,Тымовский р-н,XXII,14
2021,Углегорский р-н,I,6
2021,Углегорский р-н,II,59
2021,Углегорский р-н,IV,26
2021,Углегорский р-н,IX,82
2021,Углегорский р-н,VI,74
2021,Углегорский р-н,X,55
2021,Углегорский р-н,XI,46
2021,Углегорский р-н,XII,2
2021,Углегорский р-н,XIII,3
2021,Углегорский р-н,XIV,26
2021,Углегорский р-н,XIX,44
2021,Углегорский р-н,XVII,3
2021,Углегорский р-н,XVIII,3
2021,Углегорский р-н,XXII,41
2021,Холмский р-н,I,6
2021,Холмский р-н,II,111
2021,Холмский р-н,III,3
2021,Холмский р-н,IV,28
2021,Холмский р-н,IX,122
2021,Холмский р-н,V,1
2021,Холмский р-н,VI,69
2021,Холмский р-н,X,93
2021,Холмский р-н,XI,102
2021,Холмский р-н,XII,4
2021,Холмский р-н,XIII,1
2021,Холмский р-н,XIV,24
2021,Холмский р-н,XIX,73
2021,Холмский р-н,XVII,1
2021,Холмский р-н,XVIII,20
2021,Холмский р-н,XXII,28
2021,Южно-Курильский р-н,II,10
2021,Южно-Курильский р-н,IV,2
2021,Южно-Курильский р-н,IX,17
2021,Южно-Курильский р-н,VI,2
2021,Южно-Курильский р-н,X,8
2021,Южно-Курильский р-н,XI,6
2021,Южно-Курильский р-н,XIX,13
2021,Южно-Курильский р-н,XVIII,3
2021,Южно-Курильский р-н,XXII,4
2021,Южно-Сахалинск г,I,28
2021,Южно-Сахалинск г,II,348
2021,Южно-Сахалинск г,III,1
2021,Южно-Сахалинск г,IV,111
2021,Южно-Сахалинск г,IX,517
2021,Южно-Сахалинск г,V,7
2021,Южно-Сахалинск г,VI,219
2021,Южно-Сахалинск г,X,318
2021,Южно-Сахалинск г,XI,248
2021,Южно-Сахалинск г,XII,6
2021,Южно-Сахалинск г,XIII,18
2021,Южно-Сахалинск г,XIV,115
2021,Южно-Сахалинск г,XIX,266
2021,Южно-Сахалинск г,XVI,3
2021,Южно-Сахалинск г,XVII,2
2021,Южно-Сахалинск г,XVIII,52
2021,Южно-Сахалинск г,XXII,187
2022,Александровск-Сахалинский р-н,II,32
2022,Александровск-Сахалинский р-н,IV,19
2022,Александровск-Сахалинский р-н,IX,47
2022,Александровск-Сахалинский р-н,VI,11
2022,Александровск-Сахалинский р-н,X,13
2022,Александровск-Сахалинский р-н,XI,19
2022,Александровск-Сахалинский р-н,XIV,27
2022,Александровск-Сахалинский р-н,XIX,20
2022,Александровск-Сахалинский р-н,XVIII,6
2022,Александровск-Сахалинский р-н,XXII,6
2022,Анивский р-н,II,27
2022,Анивский р-н,IV,12
2022,Анивский р-н,IX,47
2022,Анивский р-н,VI,16
2022,Анивский р-н,X,25
2022,Анивский р-н,XI,25
2022,Анивский р-н,XIV,8
2022,Анивский р-н,XIX,24
2022,Анивский р-н,XVI,1
2022,Анивский р-н,XVIII,4
2022,Анивский р-н,XXII,8
2022,Долинский р-н,I,2
2022,Долинский р-н,II,44
2022,Долинский р-н,III,2
2022,Долинский р-н,IV,14
2022,Долинский р-н,IX,107
2022,Долинский р-н,VI,26
2022,Долинский р-н,X,26
2022,Долинский р-н,XI,37
2022,Долинский р-н,XII,1
2022,Долинский р-н,XIV,14
2022,Долинский р-н,XIX,44
2022,Долинский р-н,XVI,1
2022,Долинский р-н,XVIII,3
2022,Долинский р-н,XXII,28
2022,Корсаковский р-н,I,1
2022,Корсаковский р-н,II,90
2022,Корсаковский р-н,IV,39
2022,Корсаковский р-н,IX,112
2022,Корсаковский р-н,VI,27
2022,Корсаковский р-н,X,46
2022,Корсаковский р-н,XI,62
2022,Корсаковский р-н,XIV,33
2022,Корсаковский р-н,XIX,50
2022,Корсаковский р-н,XVIII,19
2022,Корсаковский р-н,XXII,12
2022,Курильский р-н,II,5
2022,Курильский р-н,IV,1
2022,Курильский р-н,IX,8
2022,Курильский р-н,V,1
2022,Курильский р-н,VI,1
2022,Курильский р-н,X,2
2022,Курильский р-н,XI,2
2022,Курильский р-н,XIV,1
2022,Курильский р-н,XIX,5
2022,Курильский р-н,XVIII,3
2022,Курильский р-н,XXII,2
2022,Макаровский р-н,II,17
2022,Макаровский р-н,IV,7
2022,Макаровский р-н,IX,34
2022,Макаровский р-н,VI,30
2022,Макаровский р-н,X,10
2022,Макаровский р-н,XI,15
2022,Макаровский р-н,XII,1
2022,Макаровский р-н,XIV,17
2022,Макаровский р-н,XIX,11
2022,Макаровский р-н,XVIII,4
2022,Макаровский р-н,XXII,9
2022,Невельский р-н,I,3
2022,Невельский р-н,II,44
2022,Невельский р-н,IV,15
2022,Невельский р-н,IX,60
2022,Невельский р-н,VI,19
2022,Невельский р-н,X,26
2022,Невельский р-н,XI,20
2022,Невельский р-н,XIV,5
2022,Невельский р-н,XIX,32
2022,Невельский р-н,XVI,1
2022,Невельский р-н,XVIII,7
2022,Невельский р-н,XXII,9
2022,Ногликский р-н,I,1
2022,Ногликский р-н,II,21
2022,Ногликский р-н,IV,8
2022,Ногликский р-н,IX,40
2022,Ногликский р-н,VI,19
2022,Ногликский р-н,X,5
2022,Ногликский р-н,XI,10
2022,Ногликский р-н,XIV,2
2022,Ногликский р-н,XIX,19
2022,Ногликский р-н,XVIII,2
2022,Ногликский р-н,XXII,4
2022,Охинский р-н,I,4
2022,Охинский р-н,II,66
2022,Охинский р-н,IV,36
2022,Охинский р-н,IX,68
2022,Охинский р-н,VI,30
2022,Охинский р-н,X,8
2022,Охинский р-н,XI,34
2022,Охинский р-н,XIII,1
2022,Охинский р-н,XIV,24
2022,Охинский р-н,XIX,35
2022,Охинский р-н,XVI,1
2022,Охинский р-н,XVII,1
2022,Охинский р-н,XVIII,10
2022,Охинский р-н,XXII,13
2022,Поронайский р-н,I,8
2022,Поронайский р-н,II,54
2022,Поронайский р-н,III,1
2022,Поронайский р-н,IV,31
2022,Поронайский р-н,IX,59
2022,Поронайский р-н,VI,39
2022,Поронайский р-н,X,19
2022,Поронайский р-н,XI,35
2022,Поронайский р-н,XII,1
2022,Поронайский р-н,XIV,31
2022,Поронайский р-н,XIX,41
2022,Поронайский р-н,XVI,2
2022,Поронайский р-н,XVII,1
2022,Поронайский р-н,XVIII,10
2022,Поронайский р-н,XXII,15
2022,Северо-Курильский р-н,I,1
2022,Северо-Курильский р-н,II,4
2022,Северо-Курильский р-н,III,1
2022,Северо-Курильский р-н,IV,1
2022,Северо-Курильский р-н,IX,3
2022,Северо-Курильский р-н,VI,1
2022,Северо-Курильский р-н,XI,2
2022,Северо-Курильский р-н,XIX,1
2022,Северо-Курильский р-н,XVIII,1
2022,Смирныховский р-н,I,1
2022,Смирныховский р-н,II,22
2022,Смирныховский р-н,IV,3
2022,Смирныховский р-н,IX,34
2022,Смирныховский р-н,VI,23
2022,Смирныховский р-н,X,22
2022,Смирныховский р-н,XI,23
2022,Смирныховский р-н,XIV,12
2022,Смирныховский р-н,XIX,23
2022,Смирныховский р-н,XVI,1
2022,Смирныховский р-н,XVIII,3
2022,Смирныховский р-н,XXII,10
2022,Томаринский р-н,II,22
2022,Томаринский р-н,IV,20
2022,Томаринский р-н,IX,37
2022,Томаринский р-н,VI,24
2022,Томаринский р-н,X,13
2022,Томаринский р-н,XI,14
2022,Томаринский р-н,XIII,1
2022,Томаринский р-н,XIV,9
2022,Томаринский р-н,XIX,15
2022,Томаринский р-н,XVIII,3
2022,Томаринский р-н,XXII,19
2022,Тымовский р-н,I,1
2022,Тымовский р-н,II,35
2022,Тымовский р-н,IV,13
2022,Тымовский р-н,IX,58
2022,Тымовский р-н,VI,15
2022,Тымовский р-н,X,16
2022,Тымовский р-н,XI,28
2022,Тымовский р-н,XIII,1
2022,Тымовский р-н,XIV,7
2022,Тымовский р-н,XIX,41
2022,Тымовский р-н,XVII,1
2022,Тымовский р-н,XVIII,5
2022,Тымовский р-н,XXII,7
2022,Углегорский р-н,I,4
2022,Углегорский р-н,II,65
2022,Углегорский р-н,IV,29
2022,Углегорский р-н,IX,96
2022,Углегорский р-н,VI,68
2022,Углегорский р-н,X,46
2022,Углегорский р-н,XI,44
2022,Углегорский р-н,XII,1
2022,Углегорский р-н,XIII,2
2022,Углегорский р-н,XIV,10
2022,Углегорский р-н,XIX,28
2022,Углегорский р-н,XVIII,7
2022,Углегорский р-н,XXII,25
2022,Холмский р-н,I,3
2022,Холмский р-н,II,109
2022,Холмский р-н,IV,32
2022,Холмский р-н,IX,88
2022,Холмский р-н,VI,103
2022,Холмский р-н,X,50
2022,Холмский р-н,XI,76
2022,Холмский р-н,XII,2
2022,Холмский р-н,XIII,1
2022,Холмский р-н,XIV,20
2022,Холмский р-н,XIX,47
2022,Холмский р-н,XVI,2
2022,Холмский р-н,XVIII,14
2022,Холмский р-н,XXII,25
2022,Южно-Курильский р-н,I,1
2022,Южно-Курильский р-н,II,12
2022,Южно-Курильский р-н,IV,1
2022,Южно-Курильский р-н,IX,18
2022,Южно-Курильский р-н,VI,3
2022,Южно-Курильский р-н,X,3
2022,Южно-Курильский р-н,XI,5
2022,Южно-Курильский р-н,XIII,1
2022,Южно-Курильский р-н,XIV,1
2022,Южно-Курильский р-н,XIX,9
2022,Южно-Курильский р-н,XVII,1
2022,Южно-Курильский р-н,XVIII,3
2022,Южно-Курильский р-н,XXII,2
2022,Южно-Сахалинск г,I,17
2022,Южно-Сахалинск г,II,356
2022,Южно-Сахалинск г,IV,85
2022,Южно-Сахалинск г,IX,557
2022,Южно-Сахалинск г,VI,176
2022,Южно-Сахалинск г,X,164
2022,Южно-Сахалинск г,XI,200
2022,Южно-Сахалинск г,XII,2
2022,Южно-Сахалинск г,XIII,17
2022,Южно-Сахалинск г,XIV,106
2022,Южно-Сахалинск г,XIX,257
2022,Южно-Сахалинск г,XVI,7
2022,Южно-Сахалинск г,XVII,3
2022,Южно-Сахалинск г,XVIII,69
2022,Южно-Сахалинск г,XXII,98
2023,Александровск-Сахалинский р-н,I,5
2023,Александровск-Сахалинский р-н,II,38
2023,Александровск-Сахалинский р-н,IV,15
2023,Александровск-Сахалинский р-н,IX,42
2023,Александровск-Сахалинский р-н,VI,9
2023,Александровск-Сахалинский р-н,X,19
2023,Александровск-Сахалинский р-н,XI,13
2023,Александровск-Сахалинский р-н,XIII,1
2023,Александровск-Сахалинский р-н,XIV,17
2023,Александровск-Сахалинский р-н,XIX,18
2023,Александровск-Сахалинский р-н,XVIII,7
2023,Анивский р-н,I,2
2023,Анивский р-н,II,38
2023,Анивский р-н,IV,7
2023,Анивский р-н,IX,45
2023,Анивский р-н,VI,18
2023,Анивский р-н,X,12
2023,Анивский р-н,XI,21
2023,Анивский р-н,XIII,1
2023,Анивский р-н,XIV,17
2023,Анивский р-н,XIX,52
2023,Анивский р-н,XVII,2
2023,Анивский р-н,XVIII,3
2023,Долинский р-н,I,1
2023,Долинский р-н,II,57
2023,Долинский р-н,IV,12
2023,Долинский р-н,IX,118
2023,Долинский р-н,VI,19
2023,Долинский р-н,X,34
2023,Долинский р-н,XI,44
2023,Долинский р-н,XII,1
2023,Долинский р-н,XIV,23
2023,Долинский р-н,XIX,68
2023,Долинский р-н,XVIII,8
2023,Корсаковский р-н,I,4
2023,Корсаковский р-н,II,111
2023,Корсаковский р-н,III,1
2023,Корсаковский р-н,IV,27
2023,Корсаковский р-н,IX,132
2023,Корсаковский р-н,VI,13
2023,Корсаковский р-н,X,30
2023,Корсаковский р-н,XI,66
2023,Корсаковский р-н,XII,1
2023,Корсаковский р-н,XIV,34
2023,Корсаковский р-н,XIX,70
2023,Корсаковский р-н,XVI,3
2023,Корсаковский р-н,XVIII,16
2023,Корсаковский р-н,XXII,1
2023,Курильский р-н,II,4
2023,Курильский р-н,IV,3
2023,Курильский р-н,IX,18
2023,Курильский р-н,V,1
2023,Курильский р-н,XI,1
2023,Курильский р-н,XIII,1
2023,Курильский р-н,XIX,3
2023,Курильский р-н,XVI,1
2023,Макаровский р-н,I,2
2023,Макаровский р-н,II,19
2023,Макаровский р-н,III,1
2023,Макаровский р-н,IV,8
2023,Макаровский р-н,IX,31
2023,Макаровский р-н,VI,14
2023,Макаровский р-н,X,7
2023,Макаровский р-н,XI,12
2023,Макаровский р-н,XIV,9
2023,Макаровский р-н,XIX,19
2023,Макаровский р-н,XVIII,4
2023,Невельский р-н,I,1
2023,Невельский р-н,II,54
2023,Невельский р-н,IV,7
2023,Невельский р-н,IX,59
2023,Невельский р-н,VI,19
2023,Невельский р-н,X,24
2023,Невельский р-н,XI,21
2023,Невельский р-н,XII,1
2023,Невельский р-н,XIII,1
2023,Невельский р-н,XIV,9
2023,Невельский р-н,XIX,29
2023,Невельский р-н,XVIII,4
2023,Ногликский р-н,I,1
2023,Ногликский р-н,II,17
2023,Ногликский р-н,IV,13
2023,Ногликский р-н,IX,42
2023,Ногликский р-н,VI,4
2023,Ногликский р-н,VIII,1
2023,Ногликский р-н,X,6
2023,Ногликский р-н,XI,15
2023,Ногликский р-н,XII,1
2023,Ногликский р-н,XIV,4
2023,Ногликский р-н,XIX,24
2023,Ногликский р-н,XVI,1
