icd_class,icd_class_short,icd3,deaths,mean_age,male_deaths,top_description,total_deaths,share_within_class,male_share
XIX,Травмы и отравления,S29,37,48.24324324324324,31,Множественные травмы грудной клетки,9054,0.0040865915617406675,0.8378378378378378
XIX,Травмы и отравления,S15,33,41.81818181818182,31,Травма нескольких кровеносных сосудов на уровне шеи,9054,0.003644797879390325,0.9393939393939394
XIX,Травмы и отравления,T42,31,46.096774193548384,15,Отравление барбитуратами,9054,0.0034239010382151537,0.4838709677419355
XIX,Травмы и отравления,T59,31,42.58064516129032,24,"Токсическое действие газов, дымов и паров неуточненных",9054,0.0034239010382151537,0.7741935483870968
XIX,Травмы и отравления,S75,30,42.1,27,Травма нескольких кровеносных сосудов на уровне тазобедренного сустава и бедра,9054,0.0033134526176275677,0.9
XIX,Травмы и отравления,T13,29,38.172413793103445,29,Травма неуточненного кровеносного сосуда нижней конечности на неуточненном уровне,9054,0.003203004197039982,1.0
XIX,Травмы и отравления,S12,27,51.77777777777778,17,Перелом других уточненных шейных позвонков,9054,0.002982107355864811,0.6296296296296297
XIX,Травмы и отравления,T01,26,41.84615384615385,21,"Другие сочетания открытых ран, захватывающих несколько областей тела",9054,0.0028716589352772255,0.8076923076923077
XIX,Травмы и отравления,T81,26,62.88461538461539,10,"Случайный прокол или разрыв при выполнении процедуры, не классифицированный в других рубриках",9054,0.0028716589352772255,0.38461538461538464
XIX,Травмы и отравления,T69,23,57.391304347826086,16,Другие уточненные эффекты воздействия низкой температуры,9054,0.002540313673514469,0.6956521739130435
XIX,Травмы и отравления,T31,21,41.666666666666664,16,Термический ожог 90% поверхности тела или более,9054,0.0023194168323392977,0.7619047619047619
XIX,Травмы и отравления,T43,21,41.80952380952381,15,"Отравление психостимулирующими средствами, характеризующимися возможностью пристрастия к ним",9054,0.0023194168323392977,0.7142857142857143
XIX,Травмы и отравления,S35,20,43.75,14,Травма чревной или брыжеечной артерии,9054,0.002208968411751712,0.7
XIX,Травмы и отравления,S09,18,51.388888888888886,15,Множественные травмы головы,9054,0.0019880715705765406,0.8333333333333334
XIX,Травмы и отравления,S37,16,49.0625,12,Травма мочевого пузыря,9054,0.0017671747294013696,0.75
XIX,Травмы и отравления,S11,15,39.86666666666667,14,Открытая рана других частей шеи,9054,0.0016567263088137839,0.9333333333333333
XIX,Травмы и отравления,S42,15,71.26666666666667,7,Перелом верхнего конца плечевой кости,9054,0.0016567263088137839,0.4666666666666667
XIX,Травмы и отравления,S45,15,47.53333333333333,13,Травма плечевой артерии,9054,0.0016567263088137839,0.8666666666666667
XIX,Травмы и отравления,S55,15,48.93333333333333,15,Травма нескольких кровеносных сосудов на уровне предплечья,9054,0.0016567263088137839,1.0
XIX,Травмы и отравления,S14,14,44.857142857142854,12,Другие и неуточненные повреждения шейного отдела спинного мозга,9054,0.0015462778882261983,0.8571428571428571
XIX,Травмы и отравления,T34,14,60.142857142857146,13,Отморожение с некрозом тканей в области голеностопного сустава и стопы,9054,0.0015462778882261983,0.9285714285714286
XIX,Травмы и отравления,S31,13,41.92307692307692,13,Открытая рана брюшной стенки,9054,0.0014358294676386127,1.0
XIX,Травмы и отравления,T91,13,53.84615384615385,8,Последствия перелома позвоночника,9054,0.0014358294676386127,0.6153846153846154
XIX,Травмы и отравления,S82,12,57.0,9,Множественные переломы голени,9054,0.0013253810470510272,0.75
XIX,Травмы и отравления,S51,9,45.333333333333336,8,Открытая рана локтя,9054,0.0009940357852882703,0.8888888888888888
XIX,Травмы и отравления,T21,9,62.22222222222222,5,Термический ожог туловища второй степени,9054,0.0009940357852882703,0.5555555555555556
XIX,Травмы и отравления,T44,8,43.75,2,Отравление ингибиторами МАО   ,9054,0.0008835873647006848,0.25
XIX,Травмы и отравления,T46,8,62.875,1,Отравление блокаторами кальциевых каналов   ,9054,0.0008835873647006848,0.125
XIX,Травмы и отравления,S19,7,46.42857142857143,7,Другие уточненные травмы шеи,9054,0.0007731389441130992,1.0
XIX,Травмы и отравления,S32,7,59.714285714285715,5,Множественные переломы пояснично-крестцового отдела позвоночника и костей таза,9054,0.0007731389441130992,0.7142857142857143
XIX,Травмы и отравления,S71,7,42.42857142857143,6,Открытая рана бедра,9054,0.0007731389441130992,0.8571428571428571
XIX,Травмы и отравления,S85,7,45.285714285714285,5,Травма большой подкожной вены на уровне голени,9054,0.0007731389441130992,0.7142857142857143
XIX,Травмы и отравления,T35,7,62.285714285714285,5,Обморожения с некрозом тканей  затрагивающие грудную клетку  живот  таз и конечности,9054,0.0007731389441130992,0.7142857142857143
XIX,Травмы и отравления,T78,7,57.857142857142854,4,Ангионевротический отек,9054,0.0007731389441130992,0.5714285714285714
XIX,Травмы и отравления,T27,6,68.33333333333333,2,"Термический ожог гортани, трахеи и легкого",9054,0.0006626905235255136,0.3333333333333333
XIX,Травмы и отравления,S13,5,59.4,3,Травматический разрыв межпозвоночного диска на уровне шеи,9054,0.000552242102937928,0.6
XIX,Травмы и отравления,T39,5,45.0,2,Отравление другими нестероидными противовоспалительными средствами [NSAID],9054,0.000552242102937928,0.4
XIX,Травмы и отравления,S39,4,39.5,4,"Другие уточненные травмы живота, нижней части спины и таза",9054,0.0004417936823503424,1.0
XIX,Травмы и отравления,T50,4,44.25,2,Отравление неуточненными лекарствами   ,9054,0.0004417936823503424,0.5
XIX,Травмы и отравления,T67,4,43.25,3,Тепловой и солнечный удар,9054,0.0004417936823503424,0.75
XIX,Травмы и отравления,S20,3,69.33333333333333,2,Ушиб грудной клетки,9054,0.0003313452617627568,0.6666666666666666
XIX,Травмы и отравления,S24,3,66.66666666666667,3,Повреждение спинного мозга грудного отдела   ,9054,0.0003313452617627568,1.0
XIX,Травмы и отравления,T05,3,53.333333333333336,2,"Травматические ампутации, захватывающие другие области тела в разных комбинациях",9054,0.0003313452617627568,0.6666666666666666
XIX,Травмы и отравления,T20,3,54.0,3,Термический ожог головы и шеи второй степени,9054,0.0003313452617627568,1.0
XIX,Травмы и отравления,T48,3,44.0,1,Отравление миорелаксантами [блокаторами Н-холинорецепторов скелетных мышц],9054,0.0003313452617627568,0.3333333333333333
XIX,Травмы и отравления,T70,3,32.333333333333336,3,Эффекты воздействия давления воздуха и воды   ,9054,0.0003313452617627568,1.0
XIX,Травмы и отравления,T80,3,55.333333333333336,1,"Инфекции, связанные с инфузией, трансфузией и лечебной инъекцией",9054,0.0003313452617627568,0.3333333333333333
XIX,Травмы и отравления,T82,3,56.333333333333336,2,Осложнения других сердечно-сосудистых устройств   ,9054,0.0003313452617627568,0.6666666666666666
XIX,Травмы и отравления,T85,3,27.666666666666668,2,Осложнение от имплантатов   ,9054,0.0003313452617627568,0.6666666666666666
XIX,Травмы и отравления,T98,3,56.0,2,Последствия травм других уточненных областей тела   ,9054,0.0003313452617627568,0.6666666666666666
XIX,Травмы и отравления,S00,2,45.5,1,Множественные поверхностные травмы головы,9054,0.0002208968411751712,0.5
XIX,Травмы и отравления,S28,2,42.5,2,Травматическая ампутация части грудной клетки,9054,0.0002208968411751712,1.0
XIX,Травмы и отравления,S30,2,54.5,1,Ушиб стенки живота,9054,0.0002208968411751712,0.5
XIX,Травмы и отравления,S79,2,55.5,0,Другие уточненные травмы области тазобедренного сустава и бедра,9054,0.0002208968411751712,0.0
XIX,Травмы и отравления,S81,2,48.0,1,Открытая рана голени   ,9054,0.0002208968411751712,0.5
XIX,Травмы и отравления,S95,2,44.0,1,Травма дорсальной артерии стопы   ,9054,0.0002208968411751712,0.5
XIX,Травмы и отравления,S99,2,26.0,2,Другие уточненные травмы голеностопного сустава и стопы,9054,0.0002208968411751712,1.0
XIX,Травмы и отравления,T37,2,41.5,0,Отравление другими противомикробными средствами   ,9054,0.0002208968411751712,0.0
XIX,Травмы и отравления,T41,2,57.0,2,Отравление анестетиками   ,9054,0.0002208968411751712,1.0
XIX,Травмы и отравления,T45,2,31.0,1,Отравление препаратами  влияющими на метаболизм мочевой кислоты  ,9054,0.0002208968411751712,0.5
XIX,Травмы и отравления,T62,2,79.0,2,"Токсическое действие других ядовитых веществ, содержащихся в другом (их) съеденном (ых) растении (ях)",9054,0.0002208968411751712,1.0
XIX,Травмы и отравления,T79,2,59.0,2,Травматическая ишемия мышц   ,9054,0.0002208968411751712,1.0
XIX,Травмы и отравления,T88,2,73.0,1,Другие осложнения анестезии,9054,0.0002208968411751712,0.5
XIX,Травмы и отравления,T94,2,55.0,1,Последствия множественных травм   ,9054,0.0002208968411751712,0.5
XIX,Травмы и отравления,S05,1,37.0,1,Проникающая рана глазницы   ,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,S08,1,81.0,1,Травматическая ампутация других частей головы,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,S17,1,44.0,1,Размозжение гортани и трахеи,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,S23,1,32.0,1,Вывих шейного позвонка   ,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,S41,1,48.0,1,Открытая рана плеча   ,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,S48,1,39.0,1,Травматическая ампутация плечевого пояса и плеча на неуточненном уровне,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,S52,1,70.0,0,Сочетанный перелом нижних концов локтевой и лучевой костей,9054,0.0001104484205875856,0.0
XIX,Травмы и отравления,S61,1,40.0,0,Открытая рана кисти   ,9054,0.0001104484205875856,0.0
XIX,Травмы и отравления,S76,1,39.0,1,Травма нескольких мышц и сухожилий на уровне тазобедренного сустава и бедра,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,S77,1,41.0,1,Размозжение бедра,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,S78,1,63.0,1,Травматическая ампутация бедра   ,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,S86,1,28.0,1,Травма нескольких мышц и сухожилий на уровне голени,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,S87,1,36.0,1,Размозжение другой и неуточненной части голени,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,S92,1,53.0,1,Перелом пяточной кости,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,T00,1,38.0,0,Поверхностные травмы нескольких областей   ,9054,0.0001104484205875856,0.0
XIX,Травмы и отравления,T09,1,44.0,1,Травма спинного мозга на неуточненном уровне,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,T11,1,32.0,1,Неуточненная травма верхней конечности на неуточненном уровне,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,T18,1,56.0,1,Инородное тело в других отделах пищеварительного тракта   ,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,T25,1,67.0,0,Термический ожог третьей степени голеностопного сустава и стопы   ,9054,0.0001104484205875856,0.0
XIX,Травмы и отравления,T36,1,42.0,1,Отравление ампициллином   ,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,T38,1,37.0,0,Отравление инсулином   ,9054,0.0001104484205875856,0.0
XIX,Травмы и отравления,T53,1,32.0,1,Токсическое действие четыреххлористого углерода   ,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,T57,1,21.0,1,Токсическое действие других неорганических веществ   ,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,T63,1,63.0,1,Токсическое действие яда членистоногих   ,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,T84,1,85.0,1,Инфекция протеза сустава   ,9054,0.0001104484205875856,1.0
XIX,Травмы и отравления,T86,1,33.0,1,Отторжение трансплантата почки   ,9054,0.0001104484205875856,1.0
XV,Беременность и роды,O99,4,31.25,0,Другие болезни кровеносной системы   ,11,0.36363636363636365,0.0
XV,Беременность и роды,O00,1,35.0,0,Трубная беременность   ,11,0.09090909090909091,0.0
XV,Беременность и роды,O36,1,0.0,0,"Внутриутробная гибель плода, требующая предоставления медицинской помощи матери",11,0.09090909090909091,0.0
XV,Беременность и роды,O41,1,40.0,0,Инфекция амниотической полости и плодных оболочек,11,0.09090909090909091,0.0
XV,Беременность и роды,O45,1,31.0,0,Преждевременная отслойка плаценты неуточненная   ,11,0.09090909090909091,0.0
XV,Беременность и роды,O72,1,31.0,0,Кровотечение в третьем периоде родов   ,11,0.09090909090909091,0.0
XV,Беременность и роды,O74,1,29.0,0,Аспирационный пневмонит вследствие анестезии во время процесса родов и родоразрешения,11,0.09090909090909091,0.0
XV,Беременность и роды,O88,1,35.0,0,Тромбоэмболия околоплодными водами   ,11,0.09090909090909091,0.0
XVI,Перинатальные состояния,P20,55,0.0,20,"Внутриутробная гипоксия, впервые отмеченная до начала родов",170,0.3235294117647059,0.36363636363636365
XVI,Перинатальные состояния,P36,36,0.0,17,Бактериальный сепсис новорожденного неуточненный,170,0.21176470588235294,0.4722222222222222
XVI,Перинатальные состояния,P22,17,0.0,14,Синдром дыхательного расстройства у новорожденного,170,0.1,0.8235294117647058
XVI,Перинатальные состояния,P21,11,0.0,5,Тяжелая асфиксия при рождении,170,0.06470588235294118,0.45454545454545453
XVI,Перинатальные состояния,P52,9,0.0,6,Внутрижелудочковое (нетравматическое) кровоизлияние 3-ей и 4-ой степени у плода и новорожденного,170,0.052941176470588235,0.6666666666666666
XVI,Перинатальные состояния,P23,8,0.0,5,"Врожденная пневмония, вызванная другими возбудителями",170,0.047058823529411764,0.625
XVI,Перинатальные состояния,P77,6,0.0,4,Некротизирующий энтероколит у плода и новорожденного,170,0.03529411764705882,0.6666666666666666
XVI,Перинатальные состояния,P27,3,0.0,1,Бронхолегочная дисплазия   ,170,0.01764705882352941,0.3333333333333333
XVI,Перинатальные состояния,P39,3,0.0,2,"Внутриамниотическая инфекция плода, не классифицированная в других рубриках",170,0.01764705882352941,0.6666666666666666
XVI,Перинатальные состояния,P55,3,0.0,3,Резус-изоиммунизация плода и новорожденного,170,0.01764705882352941,1.0
XVI,Перинатальные состояния,P83,3,0.0,0,"Водянка плода, не связанная с гемолитической болезнью",170,0.01764705882352941,0.0
XVI,Перинатальные состояния,P02,2,0.0,0,"Поражения плода и новорожденного, обусловленные другими осложнениями, связанными с отделением плаценты и кровотечением",170,0.011764705882352941,0.0
XVI,Перинатальные состояния,P76,2,0.0,0,Другая кишечная непроходимость новорожденного   ,170,0.011764705882352941,0.0
XVI,Перинатальные состояния,P91,2,0.0,1,Гипоксически-ишемическая энцефалопатия новорожденного   ,170,0.011764705882352941,0.5
XVI,Перинатальные состояния,P07,1,0.0,0,Другие случаи недоношенности,170,0.0058823529411764705,0.0
XVI,Перинатальные состояния,P10,1,0.0,0,Субдуральное кровоизлияние при родовой травме   ,170,0.0058823529411764705,0.0
XVI,Перинатальные состояния,P11,1,0.0,1,Родовая травма головного мозга   ,170,0.0058823529411764705,1.0
XVI,Перинатальные состояния,P15,1,0.0,1,Повреждение печени при родовой травме,170,0.0058823529411764705,1.0
XVI,Перинатальные состояния,P28,1,0.0,1,Первичный ателектаз у новорожденного,170,0.0058823529411764705,1.0
XVI,Перинатальные состояния,P35,1,0.0,1,Врожденная цитомегаловирусная инфекция   ,170,0.0058823529411764705,1.0
XVI,Перинатальные состояния,P53,1,0.0,0,Геморрагическая болезнь плода и новорожденного   ,170,0.0058823529411764705,0.0
XVI,Перинатальные состояния,P56,1,0.0,1,"Водянка плода, обусловленная изоиммунизацией",170,0.0058823529411764705,1.0
XVI,Перинатальные состояния,P57,1,0.0,1,Ядерная желтуха   ,170,0.0058823529411764705,1.0
XVI,Перинатальные состояния,P95,1,0.0,0,Смерть плода по неуточненной причине,170,0.0058823529411764705,0.0
XVII,Врожденные аномалии,Q61,16,59.5,9,Поликистоз почки аутосомно-доминантный,100,0.16,0.5625
XVII,Врожденные аномалии,Q89,13,0.46153846153846156,6,"Множественные врожденные аномалии, не классифицированные в других рубриках",100,0.13,0.46153846153846156
XVII,Врожденные аномалии,Q21,12,29.333333333333332,5,Дефект межжелудочковой перегородки,100,0.12,0.4166666666666667
XVII,Врожденные аномалии,Q23,9,21.555555555555557,7,Врожденная недостаточность аортального клапана,100,0.09,0.7777777777777778
XVII,Врожденные аномалии,Q03,8,10.875,3,Атрезия отверстий Мажанди и Лушки,100,0.08,0.375
XVII,Врожденные аномалии,Q43,6,35.333333333333336,5,Другие уточненные врожденные аномалии кишечника,100,0.06,0.8333333333333334
XVII,Врожденные аномалии,Q24,5,30.2,3,Другие уточненные врожденные аномалии сердца,100,0.05,0.6
XVII,Врожденные аномалии,Q04,4,17.5,4,Другие уточненные врожденные аномалии мозга,100,0.04,1.0
XVII,Врожденные аномалии,Q25,4,11.75,2,Другие врожденные аномалии крупных артерий   ,100,0.04,0.5
XVII,Врожденные аномалии,Q44,3,27.0,1,Атрезия желчных протоков   ,100,0.03,0.3333333333333333
XVII,Врожденные аномалии,Q60,3,43.0,2,Агенезия почки двусторонняя   ,100,0.03,0.6666666666666666
XVII,Врожденные аномалии,Q78,2,40.5,1,Другие остеохондродисплазии   ,100,0.02,0.5
XVII,Врожденные аномалии,Q87,2,66.5,1,Синдром Марфана   ,100,0.02,0.5
XVII,Врожденные аномалии,Q00,1,0.0,0,Анэнцефалия   ,100,0.01,0.0
XVII,Врожденные аномалии,Q22,1,69.0,0,Врожденный стеноз трехстворчатого клапана   ,100,0.01,0.0
XVII,Врожденные аномалии,Q26,1,0.0,1,Тотальная аномалия соединения легочных вен,100,0.01,1.0
XVII,Врожденные аномалии,Q27,1,72.0,0,Другие врожденные аномалии периферической сосудистой системы   ,100,0.01,0.0
XVII,Врожденные аномалии,Q28,1,60.0,1,Артериовенозный порок развития церебральных сосудов,100,0.01,1.0
XVII,Врожденные аномалии,Q32,1,16.0,1,Врожденные кисты и фиброз легкого   ,100,0.01,1.0
XVII,Врожденные аномалии,Q33,1,0.0,1,Другие врожденные аномалии легкого   ,100,0.01,1.0
XVII,Врожденные аномалии,Q39,1,0.0,1,Атрезия пищевода   ,100,0.01,1.0
XVII,Врожденные аномалии,Q45,1,28.0,0,Агенезия поджелудочной железы   ,100,0.01,0.0
XVII,Врожденные аномалии,Q67,1,46.0,0,Другие врожденные деформации костно-мышечной системы   ,100,0.01,0.0
XVII,Врожденные аномалии,Q79,1,0.0,1,Врожденная диафрагмальная грыжа   ,100,0.01,1.0
XVII,Врожденные аномалии,Q82,1,53.0,0,Врожденный невус   ,100,0.01,0.0
XVII,Врожденные аномалии,Q85,1,37.0,0,Нейрофиброматоз (незлокачественный),100,0.01,0.0
XVIII,Симптомы и неточные причины,R99,1786,57.779213483146066,1353,Другие неточно обозначенные и неуточненные причины смерти,1852,0.9643628509719222,0.7575587905935051
XVIII,Симптомы и неточные причины,R54,49,89.6938775510204,7,Старческая астения   ,1852,0.026457883369330453,0.14285714285714285
XVIII,Симптомы и неточные причины,R95,13,0.0,7,Синдром внезапной детской смерти   ,1852,0.007019438444924406,0.5384615384615384
XVIII,Симптомы и неточные причины,R96,4,37.5,4,"Смерть, наступившая менее чем через 24 часа с момента появления симптомов, не имеющая другого объяснения",1852,0.0021598272138228943,1.0
XXII,Специальные коды,U07,803,71.8318804483188,337,"COVID-19, вирус идентифицирован",803,1.0,0.41967621419676215
